block_id,neighborhood_source,lon,lat,area,st_north,st_east,st_south,st_west,dates_nonzero,mean_persons,max_persons,total_persons,persistence,in_panel_261,latest_individuals,latest_tents_structures,latest_vehicles,latest_persons_adj,donor_in_block,nearest_donor_m,donor_within_200m,donor_within_400m,donor_within_800m,shelter_in_block,nearest_shelter_m,shelter_within_200m,shelter_within_400m,shelter_within_800m,foodsite_in_block,nearest_foodsite_m,foodsite_within_200m,foodsite_within_400m,foodsite_within_800m,restaurant_within_200m,restaurant_within_400m,restaurant_within_800m,restaurant_in_block,nearest_restaurant_m,unserved_need,supply_within_400m
20TH_ST_C_ST,Golden Hill,-117.1462957,32.7162925,Outside Perimeter,C_ST,20TH_ST,BROADWAY,19TH_ST,,,,,,False,0,0.0,0,0.0,0,590.6,0,0,2,0,215.3,0,1,5,0,736.4,0,0,1,0,0,0,0,,0.0,0
20TH_ST_B_ST,Golden Hill,-117.1463063,32.7173415,Outside Perimeter,B_ST,20TH_ST,C_ST,19TH_ST,,,,,,False,0,0.0,0,0.0,0,697.5,0,0,1,0,170.1,1,1,3,0,851.1,0,0,0,0,0,0,0,,0.0,0
20TH_ST_BROADWAY,Golden Hill,-117.1462671,32.7152465,Outside Perimeter,BROADWAY,20TH_ST,E_ST,19TH_ST,,,,,,False,0,0.0,0,0.0,0,489.3,0,0,2,0,300.5,0,2,5,0,623.1,0,0,1,0,0,0,0,,0.0,0
24TH_ST_E_ST,Golden Hill,-117.1428047,32.7142245,Outside Perimeter,E_ST,24TH_ST,F_ST,23RD_ST,,,,,,False,0,0.0,0,0.0,0,654.8,0,0,2,0,397.7,0,1,5,0,679.3,0,0,1,0,0,0,0,,0.0,0
26TH_ST_E_ST,Golden Hill,-117.139224,32.7142467,Outside Perimeter,E_ST,26TH_ST,F_ST,25TH_ST,,,,,,False,0,0.0,0,0.0,0,965.4,0,0,0,0,612.7,0,0,2,0,943.5,0,0,0,0,0,0,0,,0.0,0
25TH_ST_E_ST,Golden Hill,-117.14136,32.7142315,Outside Perimeter,E_ST,25TH_ST,F_ST,24TH_ST,,,,,,False,0,0.0,0,0.0,0,777.5,0,0,1,0,467.8,0,0,4,0,779.2,0,0,1,0,0,0,0,,0.0,0
27TH_ST_E_ST,Golden Hill,-117.1370976,32.7142269,Outside Perimeter,E_ST,27TH_ST,F_ST,26TH_ST,,,,,,False,0,0.0,0,0.0,0,1155.4,0,0,0,0,783.2,0,0,1,0,1117.0,0,0,0,0,0,0,0,,0.0,0
27TH_ST_BROADWAY,Golden Hill,-117.1371187,32.7152998,Outside Perimeter,BROADWAY,27TH_ST,E_ST,26TH_ST,,,,,,False,0,0.0,0,0.0,0,1190.5,0,0,0,0,733.5,0,0,1,0,1172.9,0,0,0,0,0,0,0,,0.0,0
28TH_ST_E_ST,Golden Hill,-117.1349129,32.714698,Outside Perimeter,E_ST,28TH_ST,TREAT_ST,27TH_ST,,,,,,False,0,0.0,0,0.0,0,1366.6,0,0,0,0,950.6,0,0,0,0,1324.5,0,0,0,0,0,0,0,,0.0,0
26TH_ST_RUSS_BL,Golden Hill,-117.1392609,32.7192067,Outside Perimeter,RUSS_BL,26TH_ST,A_ST,25TH_ST,,,,,,False,0,0.0,0,0.0,0,1252.2,0,0,0,0,526.2,0,0,2,0,1317.7,0,0,0,0,0,0,0,,0.0,0
23RD_ST_C_ST,Golden Hill,-117.1435955,32.7163112,Outside Perimeter,C_ST,23RD_ST,BROADWAY,22ND_ST,,,,,,False,0,0.0,0,0.0,0,736.9,0,0,1,0,157.1,1,1,4,0,824.9,0,0,0,0,0,0,0,,0.0,0
24TH_ST_B_ST,Golden Hill,-117.142808,32.7173536,Outside Perimeter,B_ST,24TH_ST,C_ST,23RD_ST,,,,,,False,0,0.0,0,0.0,0,872.3,0,0,0,0,159.3,1,1,3,0,962.1,0,0,0,0,0,0,0,,0.0,0
24TH_ST_A_ST,Golden Hill,-117.1428447,32.7184077,Outside Perimeter,A_ST,24TH_ST,B_ST,23RD_ST,,,,,,False,0,0.0,0,0.0,0,961.1,0,0,0,0,185.1,1,1,2,0,1064.7,0,0,0,0,0,0,0,,0.0,0
25TH_ST_B_ST,Golden Hill,-117.1413911,32.7173685,Outside Perimeter,B_ST,25TH_ST,C_ST,24TH_ST,,,,,,False,0,0.0,0,0.0,0,966.8,0,0,0,0,291.6,0,1,1,0,1034.5,0,0,0,0,0,0,0,,0.0,0
24TH_ST_C_ST,Golden Hill,-117.1428216,32.7163136,Outside Perimeter,C_ST,24TH_ST,BROADWAY,23RD_ST,,,,,,False,0,0.0,0,0.0,0,788.7,0,0,1,0,205.3,0,1,4,0,862.1,0,0,0,0,0,0,0,,0.0,0
26TH_ST_B_ST,Golden Hill,-117.1392518,32.7173841,Outside Perimeter,B_ST,26TH_ST,C_ST,25TH_ST,,,,,,False,0,0.0,0,0.0,0,1123.7,0,0,0,0,491.7,0,0,1,0,1163.5,0,0,0,0,0,0,0,,0.0,0
28TH_ST_C_ST,Golden Hill,-117.1349234,32.7163562,Outside Perimeter,C_ST,28TH_ST,BROADWAY,27TH_ST,,,,,,False,0,0.0,0,0.0,0,1425.0,0,0,0,0,906.0,0,0,0,0,1409.7,0,0,0,0,0,0,0,,0.0,0
25TH_ST_RUSS_BL,Golden Hill,-117.1413996,32.7191888,Outside Perimeter,RUSS_BL,25TH_ST,A_ST,24TH_ST,,,,,,False,0,0.0,0,0.0,0,1113.3,0,0,0,0,345.9,0,1,2,0,1204.9,0,0,0,0,0,0,0,,0.0,0
23RD_ST_B_ST,Golden Hill,-117.143609,32.7173586,Outside Perimeter,B_ST,23RD_ST,C_ST,22ND_ST,,,,,,False,0,0.0,0,0.0,0,824.8,0,0,0,0,84.9,1,1,3,0,928.5,0,0,0,0,0,0,0,,0.0,0
23RD_ST_A_ST,Golden Hill,-117.1436063,32.7184017,Outside Perimeter,A_ST,23RD_ST,B_ST,22ND_ST,,,,,,False,0,0.0,0,0.0,0,919.5,0,0,0,0,130.7,1,1,1,0,1035.0,0,0,0,0,0,0,0,,0.0,0
22ND_ST_A_ST,Golden Hill,-117.1444777,32.7184044,Outside Perimeter,A_ST,22ND_ST,B_ST,21ST_ST,,,,,,False,0,0.0,0,0.0,0,877.6,0,0,0,0,100.7,1,1,3,0,1007.1,0,0,0,0,0,0,0,,0.0,0
25TH_ST_A_ST,Golden Hill,-117.1413938,32.7184121,Outside Perimeter,A_ST,25TH_ST,B_ST,24TH_ST,,,,,,False,0,0.0,0,0.0,0,1048.6,0,0,0,0,308.1,0,1,2,0,1131.0,0,0,0,0,0,0,0,,0.0,0
26TH_ST_A_ST,Golden Hill,-117.1392537,32.7184275,Outside Perimeter,A_ST,26TH_ST,B_ST,25TH_ST,,,,,,False,0,0.0,0,0.0,0,1195.0,0,0,0,0,502.1,0,0,2,0,1250.3,0,0,0,0,0,0,0,,0.0,0
25TH_ST_C_ST,Golden Hill,-117.1413835,32.7163238,Outside Perimeter,C_ST,25TH_ST,BROADWAY,24TH_ST,,,,,,False,0,0.0,0,0.0,0,892.9,0,0,0,0,319.9,0,1,2,0,942.7,0,0,0,0,0,0,0,,0.0,0
26TH_ST_BROADWAY,Golden Hill,-117.1392374,32.7152924,Outside Perimeter,BROADWAY,26TH_ST,E_ST,25TH_ST,,,,,,False,0,0.0,0,0.0,0,1007.2,0,0,0,0,550.8,0,0,2,0,1008.5,0,0,0,0,0,0,0,,0.0,0
26TH_ST_C_ST,Golden Hill,-117.1392365,32.7163365,Outside Perimeter,C_ST,26TH_ST,BROADWAY,25TH_ST,,,,,,False,0,0.0,0,0.0,0,1061.2,0,0,0,0,509.7,0,0,1,0,1083.0,0,0,0,0,0,0,0,,0.0,0
21ST_ST_BROADWAY,Golden Hill,-117.145393,32.715256,Outside Perimeter,BROADWAY,21ST_ST,E_ST,20TH_ST,,,,,,False,0,0.0,0,0.0,0,537.6,0,0,2,0,263.4,0,1,5,0,647.9,0,0,1,0,0,0,0,,0.0,0
28TH_ST_TREAT_ST,Golden Hill,-117.1349019,32.7138216,Outside Perimeter,TREAT_ST,28TH_ST,SR-94_WB,27TH_ST,,,,,,False,0,0.0,0,0.0,0,1345.5,0,0,0,0,978.6,0,0,0,0,1288.4,0,0,0,0,0,0,0,,0.0,0
27TH_ST_RUSS_BL,Golden Hill,-117.1371398,32.7192057,Outside Perimeter,RUSS_BL,27TH_ST,A_ST,26TH_ST,,,,,,False,0,0.0,0,0.0,0,1403.5,0,0,0,0,698.4,0,0,2,0,1446.8,0,0,0,0,0,0,0,,0.0,0
25TH_ST_BROADWAY,Golden Hill,-117.1413767,32.7152792,Outside Perimeter,BROADWAY,25TH_ST,E_ST,24TH_ST,,,,,,False,0,0.0,0,0.0,0,828.7,0,0,0,0,383.0,0,1,3,0,856.7,0,0,0,0,0,0,0,,0.0,0
24TH_ST_BROADWAY,Golden Hill,-117.1428252,32.7152716,Outside Perimeter,BROADWAY,24TH_ST,E_ST,23RD_ST,,,,,,False,0,0.0,0,0.0,0,714.7,0,0,1,0,293.5,0,1,5,0,766.9,0,0,1,0,0,0,0,,0.0,0
22ND_ST_BROADWAY__2,Golden Hill,-117.144457,32.7152563,Outside Perimeter,BROADWAY,22ND_ST,E_ST,21ST_ST,,,,,,False,0,0.0,0,0.0,0,596.6,0,0,2,0,249.8,0,1,5,0,683.4,0,0,1,0,0,0,0,,0.0,0
28TH_ST_BROADWAY,Golden Hill,-117.1349019,32.7154434,Outside Perimeter,BROADWAY,28TH_ST,E_ST,27TH_ST,,,,,,False,0,0.0,0,0.0,0,1391.5,0,0,0,0,927.7,0,0,0,0,1361.7,0,0,0,0,0,0,0,,0.0,0
27TH_ST_C_ST,Golden Hill,-117.1371181,32.7163436,Outside Perimeter,C_ST,27TH_ST,BROADWAY,26TH_ST,,,,,,False,0,0.0,0,0.0,0,1236.6,0,0,0,0,703.3,0,0,1,0,1237.6,0,0,0,0,0,0,0,,0.0,0
20TH_ST_E_ST,Golden Hill,-117.1462531,32.7144027,Outside Perimeter,E_ST,20TH_ST,SR-94_RA,19TH_ST,,,,,,False,0,0.0,0,0.0,0,413.0,0,0,2,0,313.1,0,3,7,0,532.5,0,0,1,0,0,0,0,,0.0,0
23RD_ST_BROADWAY,Golden Hill,-117.1435962,32.7152689,Outside Perimeter,BROADWAY,23RD_ST,E_ST,22ND_ST,,,,,,False,0,0.0,0,0.0,0,657.4,0,0,1,0,262.4,0,1,5,0,725.0,0,0,1,0,0,0,0,,0.0,0
I-5_SB_ON_RA_BROADWAY,East Village,-117.1481113,32.7148705,East Village,BROADWAY,I-5_SB_ON_RA,F_ST,17TH_ST,1.0,0.1458333333333333,1.75,1.75,0.0833333333333333,True,0,0.0,0,0.0,0,384.3,0,1,2,0,233.6,0,2,7,0,565.2,0,0,1,0,0,0,0,,0.1458333333333333,1
02ND_AV_G_ST,Marina,-117.1633075,32.7120049,Marina,G_ST,02ND_AV,MARKET_ST,01ST_AV,6.0,1.0,4.0,12.0,0.5,True,0,0.0,0,0.0,0,86.4,1,2,17,0,547.3,0,0,1,0,580.9,0,0,2,0,0,0,0,,1.0,2
01ST_AV_W_G_ST,Marina,-117.164258,32.7120086,Marina,W_G_ST,01ST_AV,W_MARKET_ST,FRONT_ST,0.0,0.0,0.0,0.0,0.0,True,0,0.0,0,0.0,1,22.0,1,2,16,0,622.4,0,0,1,0,667.4,0,0,2,0,0,0,0,,0.0,2
01ST_AV_W_E_ST,City Center,-117.1642743,32.7141304,City Center,W_E_ST,01ST_AV,W_F_ST,FRONT_ST,0.0,0.0,0.0,0.0,0.0,True,0,0.0,0,0.0,0,154.6,1,5,12,0,546.0,0,0,2,0,659.7,0,0,2,0,0,0,0,,0.0,5
FRONT_ST_W_E_ST,City Center,-117.1651413,32.7140973,City Center,W_E_ST,FRONT_ST,W_F_ST,UNION_ST,1.0,0.0833333333333333,1.0,1.0,0.0833333333333333,True,0,0.0,0,0.0,0,189.2,1,4,12,0,626.9,0,0,2,0,739.8,0,0,1,0,0,0,0,,0.0833333333333333,4
FRONT_ST_W_F_ST,Marina,-117.1651209,32.713051,Marina,W_F_ST,FRONT_ST,W_G_ST,UNION_ST,2.0,0.25,2.0,3.0,0.1666666666666666,True,1,0.0,0,1.0,0,128.1,1,2,16,0,650.0,0,0,1,0,733.1,0,0,1,0,0,0,0,,0.25,2
03RD_AV_G_ST,Marina,-117.1624121,32.7120133,Marina,G_ST,03RD_AV,MARKET_ST,02ND_AV,8.0,1.805,4.0,21.66,0.6666666666666666,True,0,0.0,0,0.0,0,168.7,1,2,17,0,480.1,0,0,1,0,499.8,0,0,2,0,0,0,0,,1.805,2
UNION_ST_W_E_ST,Marina,-117.1660529,32.7140915,Marina,W_E_ST,UNION_ST,W_F_ST,STATE_ST,0.0,0.0,0.0,0.0,0.0,True,0,0.0,0,0.0,0,248.1,0,4,11,0,711.8,0,0,1,0,824.5,0,0,0,0,0,0,0,,0.0,4
UNION_ST_W_F_ST,Marina,-117.1660505,32.7130574,Marina,W_F_ST,UNION_ST,W_G_ST,STATE_ST,2.0,0.2525,2.03,3.03,0.1666666666666666,True,0,0.0,0,0.0,0,197.9,1,2,13,0,733.3,0,0,1,0,820.0,0,0,0,0,0,0,0,,0.2525,2
STATE_ST_Map_Border,Marina,-117.1678267,32.7135653,Marina,Map_Border,STATE_ST,W_G_ST,KETTNER_BL,7.0,1.169166666666667,4.029999999999999,14.03,0.5833333333333334,True,2,0.0,0,2.0,0,360.1,0,4,9,0,884.3,0,0,0,0,986.4,0,0,0,0,0,0,0,,1.169166666666667,4
FRONT_ST_W_BROADWAY,City Center,-117.1651688,32.7151745,City Center,W_BROADWAY,FRONT_ST,W_E_ST,UNION_ST,3.0,0.25,1.0,3.0,0.25,True,0,0.0,0,0.0,0,115.3,1,5,11,0,626.0,0,0,2,0,733.9,0,0,2,0,0,0,0,,0.25,5
01ST_AV_W_F_ST,City Center,-117.164253,32.713081,City Center,W_F_ST,01ST_AV,W_G_ST,FRONT_ST,5.0,1.25,8.0,15.0,0.4166666666666667,True,0,0.0,0,0.0,0,98.2,1,4,14,0,571.8,0,0,1,0,651.7,0,0,2,0,0,0,0,,1.25,4
01ST_AV_W_BROADWAY,City Center,-117.1642381,32.7151717,City Center,W_BROADWAY,01ST_AV,W_E_ST,FRONT_ST,2.0,0.1666666666666666,1.0,2.0,0.1666666666666666,True,0,0.0,0,0.0,1,42.8,1,6,9,0,539.0,0,0,2,0,682.4,0,0,3,0,0,0,0,,0.1666666666666666,6
FRONT_ST_W_G_ST,Marina,-117.1651522,32.7120098,Marina,W_G_ST,FRONT_ST,W_MARKET_ST,UNION_ST,1.0,0.1666666666666666,2.0,2.0,0.0833333333333333,True,0,0.0,0,0.0,0,91.7,1,1,17,0,696.2,0,0,1,0,749.4,0,0,1,0,0,0,0,,0.1666666666666666,1
UNION_ST_W_G_ST,Marina,-117.1660415,32.7120019,Marina,W_G_ST,UNION_ST,W_MARKET_ST,STATE_ST,1.0,0.0833333333333333,1.0,1.0,0.0833333333333333,True,0,0.0,0,0.0,0,173.9,1,1,18,0,772.0,0,0,1,0,831.4,0,0,0,0,0,0,0,,0.0833333333333333,1
UNION_ST_W_BROADWAY,Columbia,-117.1660291,32.715158,Columbia,W_BROADWAY,UNION_ST,W_E_ST,STATE_ST,1.0,0.0833333333333333,1.0,1.0,0.0833333333333333,True,0,0.0,0,0.0,0,193.8,1,4,11,0,706.3,0,0,2,0,776.5,0,0,1,0,0,0,0,,0.0833333333333333,4
STATE_ST_W_BROADWAY,Columbia,-117.1678381,32.7151604,Columbia,W_BROADWAY,STATE_ST,Map_Border,KETTNER_BL,7.0,1.25,4.0,15.0,0.5833333333333334,True,1,0.0,0,1.0,0,182.6,1,3,10,0,840.1,0,0,0,0,880.3,0,0,0,0,0,0,0,,1.25,3
UNION_ST_W_C_ST,Columbia,-117.1660445,32.7162224,Columbia,W_C_ST,UNION_ST,W_BROADWAY,STATE_ST,8.0,8.770833333333334,30.75,105.25,0.6666666666666666,True,0,0.0,0,0.0,0,111.8,2,3,11,0,638.7,0,0,2,0,681.2,0,0,1,0,0,0,0,,8.770833333333334,3
STATE_ST_W_C_ST,Columbia,-117.1669388,32.7162225,Columbia,W_C_ST,STATE_ST,W_BROADWAY,COLUMBIA_ST,4.0,0.5833333333333334,3.0,7.0,0.3333333333333333,True,3,0.0,0,3.0,0,87.5,2,3,11,0,697.3,0,0,1,0,736.4,0,0,1,0,0,0,0,,0.5833333333333334,3
03RD_AV_C_ST,City Center,-117.162456,32.7162277,City Center,C_ST,03RD_AV,BROADWAY,02ND_AV,10.0,4.5,16.75,54.0,0.8333333333333334,True,2,0.0,0,2.0,0,142.8,2,5,8,0,403.2,0,0,2,0,538.7,0,0,4,0,0,0,0,,4.5,5
02ND_AV_C_ST,City Center,-117.163365,32.7162296,City Center,C_ST,02ND_AV,BROADWAY,01ST_AV,5.0,0.6666666666666666,3.0,8.0,0.4166666666666667,True,0,0.0,0,0.0,0,100.7,1,5,8,0,482.7,0,0,2,0,559.0,0,0,4,0,0,0,0,,0.6666666666666666,5
04TH_AV_C_ST,City Center,-117.1615429,32.7162311,City Center,C_ST,04TH_AV,BROADWAY,03RD_AV,6.0,2.625,17.5,31.5,0.5,True,0,0.0,0,0.0,0,87.5,3,5,8,0,326.5,0,1,2,0,514.2,0,0,4,0,0,0,0,,2.625,5
01ST_AV_W_C_ST,City Center,-117.1642716,32.7162294,City Center,W_C_ST,01ST_AV,W_BROADWAY,FRONT_ST,8.0,1.0,2.0,12.0,0.6666666666666666,True,0,0.0,0,0.0,0,85.1,1,5,8,0,541.7,0,0,2,0,591.1,0,0,2,0,0,0,0,,1.0,5
FRONT_ST_W_C_ST,City Center,-117.1651725,32.7162289,City Center,W_C_ST,FRONT_ST,W_BROADWAY,UNION_ST,4.0,1.3958333333333333,9.75,16.75,0.3333333333333333,True,0,0.0,0,0.0,0,136.5,2,4,9,0,586.8,0,0,2,0,632.8,0,0,1,0,0,0,0,,1.3958333333333333,4
Map_Border_BROADWAY,City Center,-117.1624423,32.7152117,City Center,BROADWAY,Map_Border,Map_Border,BROADWAY_CR,4.0,0.4166666666666667,2.0,5.0,0.3333333333333333,True,2,0.0,0,2.0,0,120.7,3,6,10,0,372.1,0,1,2,0,526.6,0,0,3,0,0,0,0,,0.4166666666666667,6
CESAR_E_CHAVEZ_PY_NATIONAL_AV,Barrio Logan,-117.1462929,32.7008405,Outside Perimeter,NATIONAL_AV,CESAR_E_CHAVEZ_PY,NEWTON_AV,BEARDSLEY_ST,,,,,,False,0,0.0,0,0.0,0,834.2,0,0,0,0,197.3,1,1,2,0,462.5,0,0,1,0,0,0,0,,0.0,0
DEWEY_ST_NATIONAL_AV,Barrio Logan,-117.1446388,32.6996946,Outside Perimeter,NATIONAL_AV,DEWEY_ST,NEWTON_AV,CESAR_E_CHAVEZ_PY,,,,,,False,0,0.0,0,0.0,0,689.7,0,0,1,0,256.7,0,1,2,0,661.1,0,0,1,0,0,0,0,,0.0,0
CESAR_E_CHAVEZ_PY_MAIN_ST,Barrio Logan,-117.1478554,32.6992415,Outside Perimeter,MAIN_ST,CESAR_E_CHAVEZ_PY,HARBOR_DR,BEARDSLEY_ST,,,,,,False,0,0.0,0,0.0,0,712.2,0,0,1,0,426.2,0,0,2,0,551.7,0,0,1,0,0,0,0,,0.0,0
SR-75_NB_MAIN_ST,Barrio Logan,-117.1462473,32.698123,Outside Perimeter,MAIN_ST,SR-75_NB,HARBOR_DR,CESAR_E_CHAVEZ_PY,,,,,,False,0,0.0,0,0.0,0,540.0,0,0,1,0,455.3,0,0,2,0,721.7,0,0,1,0,0,0,0,,0.0,0
CESAR_E_CHAVEZ_PY_NEWTON_AV,Barrio Logan,-117.1470844,32.7000337,Outside Perimeter,NEWTON_AV,CESAR_E_CHAVEZ_PY,MAIN_ST,BEARDSLEY_ST,,,,,,False,0,0.0,0,0.0,0,766.6,0,0,1,0,312.7,0,1,2,0,496.1,0,0,1,0,0,0,0,,0.0,0
SR-75_NB_NEWTON_AV,Barrio Logan,-117.145457,32.6989139,Outside Perimeter,NEWTON_AV,SR-75_NB,MAIN_ST,CESAR_E_CHAVEZ_PY,,,,,,False,0,0.0,0,0.0,0,609.3,0,0,1,0,350.8,0,1,2,0,681.1,0,0,1,0,0,0,0,,0.0,0
CESAR_E_CHAVEZ_PY_HARBOR_DR,Barrio Logan,-117.1499601,32.6986333,Outside Perimeter,HARBOR_DR,CESAR_E_CHAVEZ_PY,CROSBY_RD,Map_Border,,,,,,False,0,0.0,0,0.0,0,766.9,0,0,1,0,604.2,0,0,2,0,599.0,0,0,1,0,0,0,0,,0.0,0
SR-75_NB_HARBOR_DR,Barrio Logan,-117.1471959,32.6971758,Outside Perimeter,HARBOR_DR,SR-75_NB,BAY_FRONT_ST,CESAR_E_CHAVEZ_PY,,,,,,False,0,0.0,0,0.0,0,480.8,0,0,1,0,585.7,0,0,2,0,789.7,0,0,1,0,0,0,0,,0.0,0
CESAR_E_CHAVEZ_PY_I-5_SB,Barrio Logan,-117.1465217,32.7035033,Outside Perimeter,I-5_SB,CESAR_E_CHAVEZ_PY,LOGAN_AV,S_17TH_ST,,,,,,False,0,0.0,0,0.0,0,844.3,0,0,0,1,238.6,0,2,4,0,284.4,0,1,2,0,0,0,0,,0.0,0
S_EVANS_ST_I-5_SB,Barrio Logan,-117.1423963,32.7005212,Outside Perimeter,I-5_SB,S_EVANS_ST,LOGAN_AV,CESAR_E_CHAVEZ_PY,,,,,,False,0,0.0,0,0.0,0,806.1,0,0,0,0,271.4,0,1,2,0,769.9,0,0,1,0,0,0,0,,0.0,0
CESAR_E_CHAVEZ_PY_LOGAN_AV,Barrio Logan,-117.1455189,32.7016458,Outside Perimeter,LOGAN_AV,CESAR_E_CHAVEZ_PY,NATIONAL_AV,BEARDSLEY_ST,,,,,,False,0,0.0,0,0.0,0,911.8,0,0,0,0,86.2,1,1,2,0,455.8,0,0,1,0,0,0,0,,0.0,0
S_EVANS_ST_LOGAN_AV,Barrio Logan,-117.1430314,32.6999216,Outside Perimeter,LOGAN_AV,S_EVANS_ST,NATIONAL_AV,CESAR_E_CHAVEZ_PY,,,,,,False,0,0.0,0,0.0,0,728.0,0,0,1,0,279.2,0,1,2,0,757.1,0,0,1,0,0,0,0,,0.0,0
21ST_ST_L_ST,Sherman Heights,-117.1453186,32.7067905,Outside Perimeter,L_ST,21ST_ST,IMPERIAL_AV,20TH_ST,,,,,,False,0,0.0,0,0.0,0,602.3,0,0,2,0,325.9,0,2,7,0,407.7,0,0,2,0,0,0,0,,0.0,0
20TH_ST_L_ST,Sherman Heights,-117.1462508,32.7067948,Outside Perimeter,L_ST,20TH_ST,IMPERIAL_AV,19TH_ST,,,,,,False,0,0.0,0,0.0,0,541.7,0,0,2,0,330.3,0,2,7,0,364.7,0,1,2,0,0,0,0,,0.0,0
BEARDSLEY_ST_LOGAN_AV,Barrio Logan,-117.1471732,32.7027984,Outside Perimeter,LOGAN_AV,BEARDSLEY_ST,NATIONAL_AV,SIGSBEE_ST,,,,,,False,0,0.0,0,0.0,0,897.3,0,0,0,0,217.2,0,2,3,0,255.7,0,1,2,0,0,0,0,,0.0,0
BEARDSLEY_ST_NATIONAL_AV,Barrio Logan,-117.1479629,32.7019938,Outside Perimeter,NATIONAL_AV,BEARDSLEY_ST,NEWTON_AV,SIGSBEE_ST,,,,,,False,0,0.0,0,0.0,0,965.9,0,0,0,0,243.5,0,2,2,0,265.7,0,1,1,0,0,0,0,,0.0,0
24TH_ST_L_ST,Sherman Heights,-117.1431857,32.7067995,Outside Perimeter,L_ST,24TH_ST,IMPERIAL_AV,22ND_ST,,,,,,False,0,0.0,0,0.0,0,755.2,0,0,2,0,310.1,0,1,4,0,546.2,0,0,2,0,0,0,0,,0.0,0
22ND_ST_L_ST,Sherman Heights,-117.1444237,32.7067979,Outside Perimeter,L_ST,22ND_ST,IMPERIAL_AV,21ST_ST,,,,,,False,0,0.0,0,0.0,0,665.3,0,0,2,0,303.4,0,1,7,0,460.1,0,0,2,0,0,0,0,,0.0,0
25TH_ST_L_ST,Sherman Heights,-117.141315,32.7068596,Outside Perimeter,L_ST,25TH_ST,IMPERIAL_AV,24TH_ST,,,,,,False,0,0.0,0,0.0,0,886.0,0,0,0,0,386.8,0,1,4,0,690.0,0,0,1,0,0,0,0,,0.0,0
19TH_ST_J_ST,Sherman Heights,-117.1470956,32.707881,Outside Perimeter,J_ST,19TH_ST,IMPERIAL_AV,I-5_NB,,,,,,False,1,0.0,0,1.0,0,398.8,0,1,2,0,188.9,1,2,8,0,223.6,0,1,2,0,0,0,0,,0.0,1
Map_Border_BAY_FRONT_ST,Barrio Logan,-117.1484226,32.6960745,Outside Perimeter,BAY_FRONT_ST,Map_Border,Map_Border,CESAR_E_CHAVEZ_PY,,,,,,False,0,0.0,0,0.0,0,466.0,0,0,1,0,746.1,0,0,1,0,888.0,0,0,0,0,0,0,0,,0.0,0
Map_Border_HARBOR_DR,Barrio Logan,-117.1456167,32.6961166,Outside Perimeter,HARBOR_DR,Map_Border,BAY_FRONT_ST,SR-75_NB,,,,,,False,0,0.0,0,0.0,0,309.5,0,1,1,0,660.5,0,0,1,0,950.0,0,0,0,0,0,0,0,,0.0,1
SAMPSON_ST_LOGAN_AV,Barrio Logan,-117.1405284,32.6981952,Outside Perimeter,LOGAN_AV,SAMPSON_ST,NATIONAL_AV,S_EVANS_ST,,,,,,False,0,0.0,0,0.0,0,641.5,0,0,1,0,576.2,0,0,1,0,1060.0,0,0,0,0,0,0,0,,0.0,0
S_EVANS_ST_NATIONAL_AV,Barrio Logan,-117.1429736,32.6985376,Outside Perimeter,NATIONAL_AV,S_EVANS_ST,NEWTON_AV,DEWEY_ST,,,,,,False,0,0.0,0,0.0,0,578.7,0,0,1,0,418.0,0,0,1,0,862.2,0,0,0,0,0,0,0,,0.0,0
SAMPSON_ST_NATIONAL_AV,Barrio Logan,-117.1413145,32.6973907,Outside Perimeter,NATIONAL_AV,SAMPSON_ST,NEWTON_AV,S_EVANS_ST,,,,,,False,0,0.0,0,0.0,0,525.9,0,0,1,0,603.2,0,0,1,0,1062.6,0,0,0,0,0,0,0,,0.0,0
SAMPSON_ST_I-5_SB,Barrio Logan,-117.1399161,32.6988236,Outside Perimeter,I-5_SB,SAMPSON_ST,LOGAN_AV,S_EVANS_ST,,,,,,False,0,0.0,0,0.0,0,731.8,0,0,1,0,570.8,0,0,1,0,1066.7,0,0,0,0,0,0,0,,0.0,0
S_EVANS_ST_NEWTON_AV,Barrio Logan,-117.1438153,32.697763,Outside Perimeter,NEWTON_AV,S_EVANS_ST,MAIN_ST,SR-75_NB,,,,,,False,0,0.0,0,0.0,0,478.9,0,0,1,0,478.9,0,0,1,0,875.0,0,0,0,0,0,0,0,,0.0,0
SAMPSON_ST_NEWTON_AV,Barrio Logan,-117.1420955,32.6965799,Outside Perimeter,NEWTON_AV,SAMPSON_ST,MAIN_ST,S_EVANS_ST,,,,,,False,0,0.0,0,0.0,0,410.2,0,0,1,0,650.8,0,0,1,0,1078.6,0,0,0,0,0,0,0,,0.0,0
S_EVANS_ST_MAIN_ST,Barrio Logan,-117.1446167,32.6969947,Outside Perimeter,MAIN_ST,S_EVANS_ST,HARBOR_DR,SR-75_NB,,,,,,False,0,0.0,0,0.0,0,389.2,0,1,1,0,557.2,0,0,1,0,904.1,0,0,0,0,0,0,0,,0.0,1
SAMPSON_ST_MAIN_ST,Barrio Logan,-117.1429084,32.6958054,Outside Perimeter,MAIN_ST,SAMPSON_ST,HARBOR_DR,S_EVANS_ST,,,,,,False,0,0.0,0,0.0,0,296.8,0,1,1,0,709.7,0,0,1,0,1101.5,0,0,0,0,0,0,0,,0.0,1
