demand_id,demand_block_id,demand_area,demand_lat,demand_lon,demand_value,supplier_id,supplier_block_id,supplier_area,supplier_lat,supplier_lon,distribution_id,distribution_block_id,distribution_area,distribution_lat,distribution_lon,demand_to_supplier_miles,supplier_to_distribution_miles,demand_to_distribution_miles,triple_total_miles,distance_method,point_location_assumption
demand_S_16TH_ST_COMMERCIAL_ST,S_16TH_ST_COMMERCIAL_ST,Outside Perimeter,32.7048412,-117.1502989,10.56,supplier_17TH_ST_MARKET_ST_1,17TH_ST_MARKET_ST,East Village,32.7109934,-117.1490019,distribution_I-5_SB_ISLAND_AV_1,I-5_SB_ISLAND_AV,East Village,32.7099349,-117.1481553,0.5,0.122,0.477,0.623,local_equirectangular_manhattan_miles,block_centroid
demand_S_16TH_ST_COMMERCIAL_ST,S_16TH_ST_COMMERCIAL_ST,Outside Perimeter,32.7048412,-117.1502989,10.56,supplier_17TH_ST_MARKET_ST_1,17TH_ST_MARKET_ST,East Village,32.7109934,-117.1490019,distribution_SIGSBEE_ST_LOGAN_AV_1,SIGSBEE_ST_LOGAN_AV,Outside Perimeter,32.7039621,-117.1488413,0.5,0.495,0.145,0.996,local_equirectangular_manhattan_miles,block_centroid
demand_S_16TH_ST_COMMERCIAL_ST,S_16TH_ST_COMMERCIAL_ST,Outside Perimeter,32.7048412,-117.1502989,10.56,supplier_10TH_AV_J_ST_1,10TH_AV_J_ST,East Village,32.707721,-117.1568893,distribution_04TH_AV_CEDAR_ST_1,04TH_AV_CEDAR_ST,Cortez,32.7214559,-117.1615802,0.582,1.222,1.804,1.804,local_equirectangular_manhattan_miles,block_centroid
demand_S_16TH_ST_COMMERCIAL_ST,S_16TH_ST_COMMERCIAL_ST,Outside Perimeter,32.7048412,-117.1502989,10.56,supplier_10TH_AV_J_ST_1,10TH_AV_J_ST,East Village,32.707721,-117.1568893,distribution_09TH_AV_F_ST_1,09TH_AV_F_ST,East Village,32.7131219,-117.1569871,0.582,0.379,0.961,0.961,local_equirectangular_manhattan_miles,block_centroid
demand_S_16TH_ST_COMMERCIAL_ST,S_16TH_ST_COMMERCIAL_ST,Outside Perimeter,32.7048412,-117.1502989,10.56,supplier_10TH_AV_J_ST_1,10TH_AV_J_ST,East Village,32.707721,-117.1568893,distribution_09TH_AV_F_ST_2,09TH_AV_F_ST,East Village,32.7131219,-117.1569871,0.582,0.379,0.961,0.961,local_equirectangular_manhattan_miles,block_centroid
demand_S_16TH_ST_COMMERCIAL_ST,S_16TH_ST_COMMERCIAL_ST,Outside Perimeter,32.7048412,-117.1502989,10.56,supplier_10TH_AV_J_ST_1,10TH_AV_J_ST,East Village,32.707721,-117.1568893,distribution_I-5_SB_ISLAND_AV_1,I-5_SB_ISLAND_AV,East Village,32.7099349,-117.1481553,0.582,0.661,0.477,1.243,local_equirectangular_manhattan_miles,block_centroid
demand_S_16TH_ST_COMMERCIAL_ST,S_16TH_ST_COMMERCIAL_ST,Outside Perimeter,32.7048412,-117.1502989,10.56,supplier_10TH_AV_J_ST_1,10TH_AV_J_ST,East Village,32.707721,-117.1568893,distribution_SIGSBEE_ST_LOGAN_AV_1,SIGSBEE_ST_LOGAN_AV,Outside Perimeter,32.7039621,-117.1488413,0.582,0.728,0.145,1.31,local_equirectangular_manhattan_miles,block_centroid
demand_09TH_AV_E_ST,09TH_AV_E_ST,East Village,32.7141617,-117.15698,10.25,supplier_04TH_AV_BROADWAY_1,04TH_AV_BROADWAY,City Center,32.7140043,-117.1624468,distribution_04TH_AV_CEDAR_ST_1,04TH_AV_CEDAR_ST,Cortez,32.7214559,-117.1615802,0.329,0.565,0.771,0.894,local_equirectangular_manhattan_miles,block_centroid
demand_09TH_AV_E_ST,09TH_AV_E_ST,East Village,32.7141617,-117.15698,10.25,supplier_04TH_AV_BROADWAY_1,04TH_AV_BROADWAY,City Center,32.7140043,-117.1624468,distribution_09TH_AV_F_ST_1,09TH_AV_F_ST,East Village,32.7131219,-117.1569871,0.329,0.378,0.072,0.707,local_equirectangular_manhattan_miles,block_centroid
demand_09TH_AV_E_ST,09TH_AV_E_ST,East Village,32.7141617,-117.15698,10.25,supplier_04TH_AV_BROADWAY_1,04TH_AV_BROADWAY,City Center,32.7140043,-117.1624468,distribution_09TH_AV_F_ST_2,09TH_AV_F_ST,East Village,32.7131219,-117.1569871,0.329,0.378,0.072,0.707,local_equirectangular_manhattan_miles,block_centroid
demand_09TH_AV_E_ST,09TH_AV_E_ST,East Village,32.7141617,-117.15698,10.25,supplier_04TH_AV_BROADWAY_1,04TH_AV_BROADWAY,City Center,32.7140043,-117.1624468,distribution_I-5_SB_ISLAND_AV_1,I-5_SB_ISLAND_AV,East Village,32.7099349,-117.1481553,0.329,1.112,0.805,1.441,local_equirectangular_manhattan_miles,block_centroid
demand_09TH_AV_E_ST,09TH_AV_E_ST,East Village,32.7141617,-117.15698,10.25,supplier_04TH_AV_BROADWAY_1,04TH_AV_BROADWAY,City Center,32.7140043,-117.1624468,distribution_SIGSBEE_ST_LOGAN_AV_1,SIGSBEE_ST_LOGAN_AV,Outside Perimeter,32.7039621,-117.1488413,0.329,1.485,1.178,1.813,local_equirectangular_manhattan_miles,block_centroid
demand_09TH_AV_E_ST,09TH_AV_E_ST,East Village,32.7141617,-117.15698,10.25,supplier_06TH_AV_J_ST_1,06TH_AV_J_ST,Gaslamp,32.7088562,-117.159649,distribution_04TH_AV_CEDAR_ST_1,04TH_AV_CEDAR_ST,Cortez,32.7214559,-117.1615802,0.522,0.983,0.771,1.505,local_equirectangular_manhattan_miles,block_centroid
demand_09TH_AV_E_ST,09TH_AV_E_ST,East Village,32.7141617,-117.15698,10.25,supplier_06TH_AV_J_ST_1,06TH_AV_J_ST,Gaslamp,32.7088562,-117.159649,distribution_09TH_AV_F_ST_1,09TH_AV_F_ST,East Village,32.7131219,-117.1569871,0.522,0.449,0.072,0.971,local_equirectangular_manhattan_miles,block_centroid
demand_09TH_AV_E_ST,09TH_AV_E_ST,East Village,32.7141617,-117.15698,10.25,supplier_06TH_AV_J_ST_1,06TH_AV_J_ST,Gaslamp,32.7088562,-117.159649,distribution_09TH_AV_F_ST_2,09TH_AV_F_ST,East Village,32.7131219,-117.1569871,0.522,0.449,0.072,0.971,local_equirectangular_manhattan_miles,block_centroid
demand_09TH_AV_E_ST,09TH_AV_E_ST,East Village,32.7141617,-117.15698,10.25,supplier_06TH_AV_J_ST_1,06TH_AV_J_ST,Gaslamp,32.7088562,-117.159649,distribution_I-5_SB_ISLAND_AV_1,I-5_SB_ISLAND_AV,East Village,32.7099349,-117.1481553,0.522,0.743,0.805,1.264,local_equirectangular_manhattan_miles,block_centroid
demand_09TH_AV_E_ST,09TH_AV_E_ST,East Village,32.7141617,-117.15698,10.25,supplier_06TH_AV_J_ST_1,06TH_AV_J_ST,Gaslamp,32.7088562,-117.159649,distribution_SIGSBEE_ST_LOGAN_AV_1,SIGSBEE_ST_LOGAN_AV,Outside Perimeter,32.7039621,-117.1488413,0.522,0.966,1.178,1.488,local_equirectangular_manhattan_miles,block_centroid
demand_09TH_AV_E_ST,09TH_AV_E_ST,East Village,32.7141617,-117.15698,10.25,supplier_05TH_AV_K_ST_1,05TH_AV_K_ST,Gaslamp,32.7077649,-117.1604955,distribution_04TH_AV_CEDAR_ST_1,04TH_AV_CEDAR_ST,Cortez,32.7214559,-117.1615802,0.646,1.009,0.771,1.655,local_equirectangular_manhattan_miles,block_centroid
demand_09TH_AV_E_ST,09TH_AV_E_ST,East Village,32.7141617,-117.15698,10.25,supplier_05TH_AV_K_ST_1,05TH_AV_K_ST,Gaslamp,32.7077649,-117.1604955,distribution_09TH_AV_F_ST_1,09TH_AV_F_ST,East Village,32.7131219,-117.1569871,0.646,0.574,0.072,1.22,local_equirectangular_manhattan_miles,block_centroid
demand_09TH_AV_E_ST,09TH_AV_E_ST,East Village,32.7141617,-117.15698,10.25,supplier_05TH_AV_K_ST_1,05TH_AV_K_ST,Gaslamp,32.7077649,-117.1604955,distribution_09TH_AV_F_ST_2,09TH_AV_F_ST,East Village,32.7131219,-117.1569871,0.646,0.574,0.072,1.22,local_equirectangular_manhattan_miles,block_centroid
demand_09TH_AV_E_ST,09TH_AV_E_ST,East Village,32.7141617,-117.15698,10.25,supplier_05TH_AV_K_ST_1,05TH_AV_K_ST,Gaslamp,32.7077649,-117.1604955,distribution_I-5_SB_ISLAND_AV_1,I-5_SB_ISLAND_AV,East Village,32.7099349,-117.1481553,0.646,0.867,0.805,1.514,local_equirectangular_manhattan_miles,block_centroid
demand_09TH_AV_E_ST,09TH_AV_E_ST,East Village,32.7141617,-117.15698,10.25,supplier_05TH_AV_K_ST_1,05TH_AV_K_ST,Gaslamp,32.7077649,-117.1604955,distribution_SIGSBEE_ST_LOGAN_AV_1,SIGSBEE_ST_LOGAN_AV,Outside Perimeter,32.7039621,-117.1488413,0.646,0.94,1.178,1.587,local_equirectangular_manhattan_miles,block_centroid
demand_09TH_AV_E_ST,09TH_AV_E_ST,East Village,32.7141617,-117.15698,10.25,supplier_06TH_AV_C_ST_1,06TH_AV_C_ST,City Center,32.7162296,-117.1597014,distribution_04TH_AV_CEDAR_ST_1,04TH_AV_CEDAR_ST,Cortez,32.7214559,-117.1615802,0.301,0.47,0.771,0.771,local_equirectangular_manhattan_miles,block_centroid
demand_09TH_AV_E_ST,09TH_AV_E_ST,East Village,32.7141617,-117.15698,10.25,supplier_06TH_AV_C_ST_1,06TH_AV_C_ST,City Center,32.7162296,-117.1597014,distribution_09TH_AV_F_ST_1,09TH_AV_F_ST,East Village,32.7131219,-117.1569871,0.301,0.373,0.072,0.674,local_equirectangular_manhattan_miles,block_centroid
demand_09TH_AV_E_ST,09TH_AV_E_ST,East Village,32.7141617,-117.15698,10.25,supplier_06TH_AV_C_ST_1,06TH_AV_C_ST,City Center,32.7162296,-117.1597014,distribution_09TH_AV_F_ST_2,09TH_AV_F_ST,East Village,32.7131219,-117.1569871,0.301,0.373,0.072,0.674,local_equirectangular_manhattan_miles,block_centroid
demand_09TH_AV_E_ST,09TH_AV_E_ST,East Village,32.7141617,-117.15698,10.25,supplier_06TH_AV_C_ST_1,06TH_AV_C_ST,City Center,32.7162296,-117.1597014,distribution_I-5_SB_ISLAND_AV_1,I-5_SB_ISLAND_AV,East Village,32.7099349,-117.1481553,0.301,1.106,0.805,1.407,local_equirectangular_manhattan_miles,block_centroid
demand_09TH_AV_E_ST,09TH_AV_E_ST,East Village,32.7141617,-117.15698,10.25,supplier_06TH_AV_C_ST_1,06TH_AV_C_ST,City Center,32.7162296,-117.1597014,distribution_SIGSBEE_ST_LOGAN_AV_1,SIGSBEE_ST_LOGAN_AV,Outside Perimeter,32.7039621,-117.1488413,0.301,1.479,1.178,1.78,local_equirectangular_manhattan_miles,block_centroid
demand_09TH_AV_E_ST,09TH_AV_E_ST,East Village,32.7141617,-117.15698,10.25,supplier_07TH_AV_BROADWAY_1,07TH_AV_BROADWAY,City Center,32.7151884,-117.158807,distribution_04TH_AV_CEDAR_ST_1,04TH_AV_CEDAR_ST,Cortez,32.7214559,-117.1615802,0.177,0.594,0.771,0.771,local_equirectangular_manhattan_miles,block_centroid
demand_09TH_AV_E_ST,09TH_AV_E_ST,East Village,32.7141617,-117.15698,10.25,supplier_07TH_AV_BROADWAY_1,07TH_AV_BROADWAY,City Center,32.7151884,-117.158807,distribution_09TH_AV_F_ST_1,09TH_AV_F_ST,East Village,32.7131219,-117.1569871,0.177,0.249,0.072,0.426,local_equirectangular_manhattan_miles,block_centroid
demand_09TH_AV_E_ST,09TH_AV_E_ST,East Village,32.7141617,-117.15698,10.25,supplier_07TH_AV_BROADWAY_1,07TH_AV_BROADWAY,City Center,32.7151884,-117.158807,distribution_09TH_AV_F_ST_2,09TH_AV_F_ST,East Village,32.7131219,-117.1569871,0.177,0.249,0.072,0.426,local_equirectangular_manhattan_miles,block_centroid
demand_09TH_AV_E_ST,09TH_AV_E_ST,East Village,32.7141617,-117.15698,10.25,supplier_07TH_AV_BROADWAY_1,07TH_AV_BROADWAY,City Center,32.7151884,-117.158807,distribution_I-5_SB_ISLAND_AV_1,I-5_SB_ISLAND_AV,East Village,32.7099349,-117.1481553,0.177,0.982,0.805,1.159,local_equirectangular_manhattan_miles,block_centroid
demand_09TH_AV_E_ST,09TH_AV_E_ST,East Village,32.7141617,-117.15698,10.25,supplier_07TH_AV_BROADWAY_1,07TH_AV_BROADWAY,City Center,32.7151884,-117.158807,distribution_SIGSBEE_ST_LOGAN_AV_1,SIGSBEE_ST_LOGAN_AV,Outside Perimeter,32.7039621,-117.1488413,0.177,1.355,1.178,1.532,local_equirectangular_manhattan_miles,block_centroid
demand_09TH_AV_E_ST,09TH_AV_E_ST,East Village,32.7141617,-117.15698,10.25,supplier_05TH_AV_BROADWAY_1,05TH_AV_BROADWAY,Gaslamp,32.7151718,-117.1606163,distribution_04TH_AV_CEDAR_ST_1,04TH_AV_CEDAR_ST,Cortez,32.7214559,-117.1615802,0.281,0.49,0.771,0.771,local_equirectangular_manhattan_miles,block_centroid
demand_09TH_AV_E_ST,09TH_AV_E_ST,East Village,32.7141617,-117.15698,10.25,supplier_05TH_AV_BROADWAY_1,05TH_AV_BROADWAY,Gaslamp,32.7151718,-117.1606163,distribution_09TH_AV_F_ST_1,09TH_AV_F_ST,East Village,32.7131219,-117.1569871,0.281,0.353,0.072,0.634,local_equirectangular_manhattan_miles,block_centroid
demand_09TH_AV_E_ST,09TH_AV_E_ST,East Village,32.7141617,-117.15698,10.25,supplier_05TH_AV_BROADWAY_1,05TH_AV_BROADWAY,Gaslamp,32.7151718,-117.1606163,distribution_09TH_AV_F_ST_2,09TH_AV_F_ST,East Village,32.7131219,-117.1569871,0.281,0.353,0.072,0.634,local_equirectangular_manhattan_miles,block_centroid
demand_09TH_AV_E_ST,09TH_AV_E_ST,East Village,32.7141617,-117.15698,10.25,supplier_05TH_AV_BROADWAY_1,05TH_AV_BROADWAY,Gaslamp,32.7151718,-117.1606163,distribution_I-5_SB_ISLAND_AV_1,I-5_SB_ISLAND_AV,East Village,32.7099349,-117.1481553,0.281,1.086,0.805,1.367,local_equirectangular_manhattan_miles,block_centroid
demand_09TH_AV_E_ST,09TH_AV_E_ST,East Village,32.7141617,-117.15698,10.25,supplier_05TH_AV_BROADWAY_1,05TH_AV_BROADWAY,Gaslamp,32.7151718,-117.1606163,distribution_SIGSBEE_ST_LOGAN_AV_1,SIGSBEE_ST_LOGAN_AV,Outside Perimeter,32.7039621,-117.1488413,0.281,1.459,1.178,1.74,local_equirectangular_manhattan_miles,block_centroid
demand_09TH_AV_E_ST,09TH_AV_E_ST,East Village,32.7141617,-117.15698,10.25,supplier_06TH_AV_K_ST_1,06TH_AV_K_ST,Gaslamp,32.7077977,-117.1596315,distribution_04TH_AV_CEDAR_ST_1,04TH_AV_CEDAR_ST,Cortez,32.7214559,-117.1615802,0.594,1.057,0.771,1.651,local_equirectangular_manhattan_miles,block_centroid
demand_09TH_AV_E_ST,09TH_AV_E_ST,East Village,32.7141617,-117.15698,10.25,supplier_06TH_AV_K_ST_1,06TH_AV_K_ST,Gaslamp,32.7077977,-117.1596315,distribution_09TH_AV_F_ST_1,09TH_AV_F_ST,East Village,32.7131219,-117.1569871,0.594,0.522,0.072,1.115,local_equirectangular_manhattan_miles,block_centroid
demand_09TH_AV_E_ST,09TH_AV_E_ST,East Village,32.7141617,-117.15698,10.25,supplier_06TH_AV_K_ST_1,06TH_AV_K_ST,Gaslamp,32.7077977,-117.1596315,distribution_09TH_AV_F_ST_2,09TH_AV_F_ST,East Village,32.7131219,-117.1569871,0.594,0.522,0.072,1.115,local_equirectangular_manhattan_miles,block_centroid
demand_09TH_AV_E_ST,09TH_AV_E_ST,East Village,32.7141617,-117.15698,10.25,supplier_06TH_AV_K_ST_1,06TH_AV_K_ST,Gaslamp,32.7077977,-117.1596315,distribution_I-5_SB_ISLAND_AV_1,I-5_SB_ISLAND_AV,East Village,32.7099349,-117.1481553,0.594,0.815,0.805,1.409,local_equirectangular_manhattan_miles,block_centroid
demand_09TH_AV_E_ST,09TH_AV_E_ST,East Village,32.7141617,-117.15698,10.25,supplier_06TH_AV_K_ST_1,06TH_AV_K_ST,Gaslamp,32.7077977,-117.1596315,distribution_SIGSBEE_ST_LOGAN_AV_1,SIGSBEE_ST_LOGAN_AV,Outside Perimeter,32.7039621,-117.1488413,0.594,0.892,1.178,1.486,local_equirectangular_manhattan_miles,block_centroid
demand_09TH_AV_E_ST,09TH_AV_E_ST,East Village,32.7141617,-117.15698,10.25,supplier_07TH_AV_J_ST_1,07TH_AV_J_ST,East Village,32.7088603,-117.1587426,distribution_04TH_AV_CEDAR_ST_1,04TH_AV_CEDAR_ST,Cortez,32.7214559,-117.1615802,0.469,1.035,0.771,1.504,local_equirectangular_manhattan_miles,block_centroid
demand_09TH_AV_E_ST,09TH_AV_E_ST,East Village,32.7141617,-117.15698,10.25,supplier_07TH_AV_J_ST_1,07TH_AV_J_ST,East Village,32.7088603,-117.1587426,distribution_09TH_AV_F_ST_1,09TH_AV_F_ST,East Village,32.7131219,-117.1569871,0.469,0.397,0.072,0.865,local_equirectangular_manhattan_miles,block_centroid
demand_09TH_AV_E_ST,09TH_AV_E_ST,East Village,32.7141617,-117.15698,10.25,supplier_07TH_AV_J_ST_1,07TH_AV_J_ST,East Village,32.7088603,-117.1587426,distribution_09TH_AV_F_ST_2,09TH_AV_F_ST,East Village,32.7131219,-117.1569871,0.469,0.397,0.072,0.865,local_equirectangular_manhattan_miles,block_centroid
demand_09TH_AV_E_ST,09TH_AV_E_ST,East Village,32.7141617,-117.15698,10.25,supplier_07TH_AV_J_ST_1,07TH_AV_J_ST,East Village,32.7088603,-117.1587426,distribution_I-5_SB_ISLAND_AV_1,I-5_SB_ISLAND_AV,East Village,32.7099349,-117.1481553,0.469,0.69,0.805,1.158,local_equirectangular_manhattan_miles,block_centroid
demand_09TH_AV_E_ST,09TH_AV_E_ST,East Village,32.7141617,-117.15698,10.25,supplier_07TH_AV_J_ST_1,07TH_AV_J_ST,East Village,32.7088603,-117.1587426,distribution_SIGSBEE_ST_LOGAN_AV_1,SIGSBEE_ST_LOGAN_AV,Outside Perimeter,32.7039621,-117.1488413,0.469,0.914,1.178,1.383,local_equirectangular_manhattan_miles,block_centroid
demand_09TH_AV_E_ST,09TH_AV_E_ST,East Village,32.7141617,-117.15698,10.25,supplier_TONY_GWYNN_DR_L_ST_1,TONY_GWYNN_DR_L_ST,East Village,32.7061663,-117.1583317,distribution_04TH_AV_CEDAR_ST_1,04TH_AV_CEDAR_ST,Cortez,32.7214559,-117.1615802,0.631,1.245,0.771,1.876,local_equirectangular_manhattan_miles,block_centroid
demand_09TH_AV_E_ST,09TH_AV_E_ST,East Village,32.7141617,-117.15698,10.25,supplier_TONY_GWYNN_DR_L_ST_1,TONY_GWYNN_DR_L_ST,East Village,32.7061663,-117.1583317,distribution_09TH_AV_F_ST_1,09TH_AV_F_ST,East Village,32.7131219,-117.1569871,0.631,0.559,0.072,1.19,local_equirectangular_manhattan_miles,block_centroid
demand_09TH_AV_E_ST,09TH_AV_E_ST,East Village,32.7141617,-117.15698,10.25,supplier_TONY_GWYNN_DR_L_ST_1,TONY_GWYNN_DR_L_ST,East Village,32.7061663,-117.1583317,distribution_09TH_AV_F_ST_2,09TH_AV_F_ST,East Village,32.7131219,-117.1569871,0.631,0.559,0.072,1.19,local_equirectangular_manhattan_miles,block_centroid
demand_09TH_AV_E_ST,09TH_AV_E_ST,East Village,32.7141617,-117.15698,10.25,supplier_TONY_GWYNN_DR_L_ST_1,TONY_GWYNN_DR_L_ST,East Village,32.7061663,-117.1583317,distribution_I-5_SB_ISLAND_AV_1,I-5_SB_ISLAND_AV,East Village,32.7099349,-117.1481553,0.631,0.852,0.805,1.483,local_equirectangular_manhattan_miles,block_centroid
demand_09TH_AV_E_ST,09TH_AV_E_ST,East Village,32.7141617,-117.15698,10.25,supplier_TONY_GWYNN_DR_L_ST_1,TONY_GWYNN_DR_L_ST,East Village,32.7061663,-117.1583317,distribution_SIGSBEE_ST_LOGAN_AV_1,SIGSBEE_ST_LOGAN_AV,Outside Perimeter,32.7039621,-117.1488413,0.631,0.704,1.178,1.335,local_equirectangular_manhattan_miles,block_centroid
demand_09TH_AV_E_ST,09TH_AV_E_ST,East Village,32.7141617,-117.15698,10.25,supplier_01ST_AV_W_G_ST_1,01ST_AV_W_G_ST,Marina,32.7120086,-117.164258,distribution_04TH_AV_CEDAR_ST_1,04TH_AV_CEDAR_ST,Cortez,32.7214559,-117.1615802,0.572,0.808,0.771,1.38,local_equirectangular_manhattan_miles,block_centroid
demand_09TH_AV_E_ST,09TH_AV_E_ST,East Village,32.7141617,-117.15698,10.25,supplier_01ST_AV_W_G_ST_1,01ST_AV_W_G_ST,Marina,32.7120086,-117.164258,distribution_09TH_AV_F_ST_1,09TH_AV_F_ST,East Village,32.7131219,-117.1569871,0.572,0.5,0.072,1.071,local_equirectangular_manhattan_miles,block_centroid
demand_09TH_AV_E_ST,09TH_AV_E_ST,East Village,32.7141617,-117.15698,10.25,supplier_01ST_AV_W_G_ST_1,01ST_AV_W_G_ST,Marina,32.7120086,-117.164258,distribution_09TH_AV_F_ST_2,09TH_AV_F_ST,East Village,32.7131219,-117.1569871,0.572,0.5,0.072,1.071,local_equirectangular_manhattan_miles,block_centroid
demand_09TH_AV_E_ST,09TH_AV_E_ST,East Village,32.7141617,-117.15698,10.25,supplier_01ST_AV_W_G_ST_1,01ST_AV_W_G_ST,Marina,32.7120086,-117.164258,distribution_I-5_SB_ISLAND_AV_1,I-5_SB_ISLAND_AV,East Village,32.7099349,-117.1481553,0.572,1.079,0.805,1.651,local_equirectangular_manhattan_miles,block_centroid
demand_09TH_AV_E_ST,09TH_AV_E_ST,East Village,32.7141617,-117.15698,10.25,supplier_01ST_AV_W_G_ST_1,01ST_AV_W_G_ST,Marina,32.7120086,-117.164258,distribution_SIGSBEE_ST_LOGAN_AV_1,SIGSBEE_ST_LOGAN_AV,Outside Perimeter,32.7039621,-117.1488413,0.572,1.452,1.178,2.024,local_equirectangular_manhattan_miles,block_centroid
demand_09TH_AV_E_ST,09TH_AV_E_ST,East Village,32.7141617,-117.15698,10.25,supplier_01ST_AV_W_BROADWAY_1,01ST_AV_W_BROADWAY,City Center,32.7151717,-117.1642381,distribution_04TH_AV_CEDAR_ST_1,04TH_AV_CEDAR_ST,Cortez,32.7214559,-117.1615802,0.492,0.589,0.771,1.08,local_equirectangular_manhattan_miles,block_centroid
demand_09TH_AV_E_ST,09TH_AV_E_ST,East Village,32.7141617,-117.15698,10.25,supplier_01ST_AV_W_BROADWAY_1,01ST_AV_W_BROADWAY,City Center,32.7151717,-117.1642381,distribution_09TH_AV_F_ST_1,09TH_AV_F_ST,East Village,32.7131219,-117.1569871,0.492,0.563,0.072,1.055,local_equirectangular_manhattan_miles,block_centroid
demand_09TH_AV_E_ST,09TH_AV_E_ST,East Village,32.7141617,-117.15698,10.25,supplier_01ST_AV_W_BROADWAY_1,01ST_AV_W_BROADWAY,City Center,32.7151717,-117.1642381,distribution_09TH_AV_F_ST_2,09TH_AV_F_ST,East Village,32.7131219,-117.1569871,0.492,0.563,0.072,1.055,local_equirectangular_manhattan_miles,block_centroid
demand_09TH_AV_E_ST,09TH_AV_E_ST,East Village,32.7141617,-117.15698,10.25,supplier_01ST_AV_W_BROADWAY_1,01ST_AV_W_BROADWAY,City Center,32.7151717,-117.1642381,distribution_I-5_SB_ISLAND_AV_1,I-5_SB_ISLAND_AV,East Village,32.7099349,-117.1481553,0.492,1.297,0.805,1.789,local_equirectangular_manhattan_miles,block_centroid
demand_09TH_AV_E_ST,09TH_AV_E_ST,East Village,32.7141617,-117.15698,10.25,supplier_01ST_AV_W_BROADWAY_1,01ST_AV_W_BROADWAY,City Center,32.7151717,-117.1642381,distribution_SIGSBEE_ST_LOGAN_AV_1,SIGSBEE_ST_LOGAN_AV,Outside Perimeter,32.7039621,-117.1488413,0.492,1.67,1.178,2.161,local_equirectangular_manhattan_miles,block_centroid
demand_09TH_AV_E_ST,09TH_AV_E_ST,East Village,32.7141617,-117.15698,10.25,supplier_STATE_ST_W_B_ST_1,STATE_ST_W_B_ST,Columbia,32.7172463,-117.1669394,distribution_04TH_AV_CEDAR_ST_1,04TH_AV_CEDAR_ST,Cortez,32.7214559,-117.1615802,0.792,0.602,0.771,1.395,local_equirectangular_manhattan_miles,block_centroid
demand_09TH_AV_E_ST,09TH_AV_E_ST,East Village,32.7141617,-117.15698,10.25,supplier_STATE_ST_W_B_ST_1,STATE_ST_W_B_ST,Columbia,32.7172463,-117.1669394,distribution_09TH_AV_F_ST_1,09TH_AV_F_ST,East Village,32.7131219,-117.1569871,0.792,0.864,0.072,1.656,local_equirectangular_manhattan_miles,block_centroid
demand_09TH_AV_E_ST,09TH_AV_E_ST,East Village,32.7141617,-117.15698,10.25,supplier_STATE_ST_W_B_ST_1,STATE_ST_W_B_ST,Columbia,32.7172463,-117.1669394,distribution_09TH_AV_F_ST_2,09TH_AV_F_ST,East Village,32.7131219,-117.1569871,0.792,0.864,0.072,1.656,local_equirectangular_manhattan_miles,block_centroid
demand_09TH_AV_E_ST,09TH_AV_E_ST,East Village,32.7141617,-117.15698,10.25,supplier_STATE_ST_W_B_ST_1,STATE_ST_W_B_ST,Columbia,32.7172463,-117.1669394,distribution_I-5_SB_ISLAND_AV_1,I-5_SB_ISLAND_AV,East Village,32.7099349,-117.1481553,0.792,1.597,0.805,2.389,local_equirectangular_manhattan_miles,block_centroid
demand_09TH_AV_E_ST,09TH_AV_E_ST,East Village,32.7141617,-117.15698,10.25,supplier_STATE_ST_W_B_ST_1,STATE_ST_W_B_ST,Columbia,32.7172463,-117.1669394,distribution_SIGSBEE_ST_LOGAN_AV_1,SIGSBEE_ST_LOGAN_AV,Outside Perimeter,32.7039621,-117.1488413,0.792,1.97,1.178,2.762,local_equirectangular_manhattan_miles,block_centroid
demand_09TH_AV_E_ST,09TH_AV_E_ST,East Village,32.7141617,-117.15698,10.25,supplier_COLUMBIA_ST_W_B_ST_1,COLUMBIA_ST_W_B_ST,Columbia,32.7172386,-117.167824,distribution_04TH_AV_CEDAR_ST_1,04TH_AV_CEDAR_ST,Cortez,32.7214559,-117.1615802,0.843,0.654,0.771,1.497,local_equirectangular_manhattan_miles,block_centroid
demand_09TH_AV_E_ST,09TH_AV_E_ST,East Village,32.7141617,-117.15698,10.25,supplier_COLUMBIA_ST_W_B_ST_1,COLUMBIA_ST_W_B_ST,Columbia,32.7172386,-117.167824,distribution_09TH_AV_F_ST_1,09TH_AV_F_ST,East Village,32.7131219,-117.1569871,0.843,0.914,0.072,1.757,local_equirectangular_manhattan_miles,block_centroid
demand_09TH_AV_E_ST,09TH_AV_E_ST,East Village,32.7141617,-117.15698,10.25,supplier_COLUMBIA_ST_W_B_ST_1,COLUMBIA_ST_W_B_ST,Columbia,32.7172386,-117.167824,distribution_09TH_AV_F_ST_2,09TH_AV_F_ST,East Village,32.7131219,-117.1569871,0.843,0.914,0.072,1.757,local_equirectangular_manhattan_miles,block_centroid
demand_09TH_AV_E_ST,09TH_AV_E_ST,East Village,32.7141617,-117.15698,10.25,supplier_COLUMBIA_ST_W_B_ST_1,COLUMBIA_ST_W_B_ST,Columbia,32.7172386,-117.167824,distribution_I-5_SB_ISLAND_AV_1,I-5_SB_ISLAND_AV,East Village,32.7099349,-117.1481553,0.843,1.648,0.805,2.491,local_equirectangular_manhattan_miles,block_centroid
