demand_id,demand_block_id,demand_area,demand_lat,demand_lon,demand_value,supplier_id,supplier_block_id,supplier_area,supplier_lat,supplier_lon,distribution_id,distribution_block_id,distribution_area,distribution_lat,distribution_lon,demand_to_supplier_miles,supplier_to_distribution_miles,demand_to_distribution_miles,triple_total_miles,distance_method,point_location_assumption
demand_17TH_ST_K_ST,17TH_ST_K_ST,East Village,32.7073124,-117.1489822,79.75,supplier_04TH_AV_BROADWAY_1,04TH_AV_BROADWAY,City Center,32.7140043,-117.1624468,distribution_04TH_AV_CEDAR_ST_1,04TH_AV_CEDAR_ST,Cortez,32.7214559,-117.1615802,1.245,0.565,1.71,1.81,local_equirectangular_manhattan_miles,block_centroid
demand_17TH_ST_K_ST,17TH_ST_K_ST,East Village,32.7073124,-117.1489822,79.75,supplier_04TH_AV_BROADWAY_1,04TH_AV_BROADWAY,City Center,32.7140043,-117.1624468,distribution_09TH_AV_F_ST_1,09TH_AV_F_ST,East Village,32.7131219,-117.1569871,1.245,0.378,0.867,1.623,local_equirectangular_manhattan_miles,block_centroid
demand_17TH_ST_K_ST,17TH_ST_K_ST,East Village,32.7073124,-117.1489822,79.75,supplier_04TH_AV_BROADWAY_1,04TH_AV_BROADWAY,City Center,32.7140043,-117.1624468,distribution_09TH_AV_F_ST_2,09TH_AV_F_ST,East Village,32.7131219,-117.1569871,1.245,0.378,0.867,1.623,local_equirectangular_manhattan_miles,block_centroid
demand_17TH_ST_K_ST,17TH_ST_K_ST,East Village,32.7073124,-117.1489822,79.75,supplier_04TH_AV_BROADWAY_1,04TH_AV_BROADWAY,City Center,32.7140043,-117.1624468,distribution_I-5_SB_ISLAND_AV_1,I-5_SB_ISLAND_AV,East Village,32.7099349,-117.1481553,1.245,1.112,0.229,2.357,local_equirectangular_manhattan_miles,block_centroid
demand_17TH_ST_K_ST,17TH_ST_K_ST,East Village,32.7073124,-117.1489822,79.75,supplier_04TH_AV_BROADWAY_1,04TH_AV_BROADWAY,City Center,32.7140043,-117.1624468,distribution_SIGSBEE_ST_LOGAN_AV_1,SIGSBEE_ST_LOGAN_AV,Outside Perimeter,32.7039621,-117.1488413,1.245,1.485,0.24,2.73,local_equirectangular_manhattan_miles,block_centroid
demand_17TH_ST_K_ST,17TH_ST_K_ST,East Village,32.7073124,-117.1489822,79.75,supplier_06TH_AV_J_ST_1,06TH_AV_J_ST,Gaslamp,32.7088562,-117.159649,distribution_04TH_AV_CEDAR_ST_1,04TH_AV_CEDAR_ST,Cortez,32.7214559,-117.1615802,0.727,0.983,1.71,1.71,local_equirectangular_manhattan_miles,block_centroid
demand_17TH_ST_K_ST,17TH_ST_K_ST,East Village,32.7073124,-117.1489822,79.75,supplier_06TH_AV_J_ST_1,06TH_AV_J_ST,Gaslamp,32.7088562,-117.159649,distribution_09TH_AV_F_ST_1,09TH_AV_F_ST,East Village,32.7131219,-117.1569871,0.727,0.449,0.867,1.176,local_equirectangular_manhattan_miles,block_centroid
demand_17TH_ST_K_ST,17TH_ST_K_ST,East Village,32.7073124,-117.1489822,79.75,supplier_06TH_AV_J_ST_1,06TH_AV_J_ST,Gaslamp,32.7088562,-117.159649,distribution_09TH_AV_F_ST_2,09TH_AV_F_ST,East Village,32.7131219,-117.1569871,0.727,0.449,0.867,1.176,local_equirectangular_manhattan_miles,block_centroid
demand_17TH_ST_K_ST,17TH_ST_K_ST,East Village,32.7073124,-117.1489822,79.75,supplier_06TH_AV_J_ST_1,06TH_AV_J_ST,Gaslamp,32.7088562,-117.159649,distribution_I-5_SB_ISLAND_AV_1,I-5_SB_ISLAND_AV,East Village,32.7099349,-117.1481553,0.727,0.743,0.229,1.469,local_equirectangular_manhattan_miles,block_centroid
demand_17TH_ST_K_ST,17TH_ST_K_ST,East Village,32.7073124,-117.1489822,79.75,supplier_06TH_AV_J_ST_1,06TH_AV_J_ST,Gaslamp,32.7088562,-117.159649,distribution_SIGSBEE_ST_LOGAN_AV_1,SIGSBEE_ST_LOGAN_AV,Outside Perimeter,32.7039621,-117.1488413,0.727,0.966,0.24,1.693,local_equirectangular_manhattan_miles,block_centroid
demand_17TH_ST_K_ST,17TH_ST_K_ST,East Village,32.7073124,-117.1489822,79.75,supplier_05TH_AV_K_ST_1,05TH_AV_K_ST,Gaslamp,32.7077649,-117.1604955,distribution_04TH_AV_CEDAR_ST_1,04TH_AV_CEDAR_ST,Cortez,32.7214559,-117.1615802,0.701,1.009,1.71,1.71,local_equirectangular_manhattan_miles,block_centroid
demand_17TH_ST_K_ST,17TH_ST_K_ST,East Village,32.7073124,-117.1489822,79.75,supplier_05TH_AV_K_ST_1,05TH_AV_K_ST,Gaslamp,32.7077649,-117.1604955,distribution_09TH_AV_F_ST_1,09TH_AV_F_ST,East Village,32.7131219,-117.1569871,0.701,0.574,0.867,1.275,local_equirectangular_manhattan_miles,block_centroid
demand_17TH_ST_K_ST,17TH_ST_K_ST,East Village,32.7073124,-117.1489822,79.75,supplier_05TH_AV_K_ST_1,05TH_AV_K_ST,Gaslamp,32.7077649,-117.1604955,distribution_09TH_AV_F_ST_2,09TH_AV_F_ST,East Village,32.7131219,-117.1569871,0.701,0.574,0.867,1.275,local_equirectangular_manhattan_miles,block_centroid
demand_17TH_ST_K_ST,17TH_ST_K_ST,East Village,32.7073124,-117.1489822,79.75,supplier_05TH_AV_K_ST_1,05TH_AV_K_ST,Gaslamp,32.7077649,-117.1604955,distribution_I-5_SB_ISLAND_AV_1,I-5_SB_ISLAND_AV,East Village,32.7099349,-117.1481553,0.701,0.867,0.229,1.568,local_equirectangular_manhattan_miles,block_centroid
demand_17TH_ST_K_ST,17TH_ST_K_ST,East Village,32.7073124,-117.1489822,79.75,supplier_05TH_AV_K_ST_1,05TH_AV_K_ST,Gaslamp,32.7077649,-117.1604955,distribution_SIGSBEE_ST_LOGAN_AV_1,SIGSBEE_ST_LOGAN_AV,Outside Perimeter,32.7039621,-117.1488413,0.701,0.94,0.24,1.641,local_equirectangular_manhattan_miles,block_centroid
demand_17TH_ST_K_ST,17TH_ST_K_ST,East Village,32.7073124,-117.1489822,79.75,supplier_06TH_AV_C_ST_1,06TH_AV_C_ST,City Center,32.7162296,-117.1597014,distribution_04TH_AV_CEDAR_ST_1,04TH_AV_CEDAR_ST,Cortez,32.7214559,-117.1615802,1.239,0.47,1.71,1.71,local_equirectangular_manhattan_miles,block_centroid
demand_17TH_ST_K_ST,17TH_ST_K_ST,East Village,32.7073124,-117.1489822,79.75,supplier_06TH_AV_C_ST_1,06TH_AV_C_ST,City Center,32.7162296,-117.1597014,distribution_09TH_AV_F_ST_1,09TH_AV_F_ST,East Village,32.7131219,-117.1569871,1.239,0.373,0.867,1.612,local_equirectangular_manhattan_miles,block_centroid
demand_17TH_ST_K_ST,17TH_ST_K_ST,East Village,32.7073124,-117.1489822,79.75,supplier_06TH_AV_C_ST_1,06TH_AV_C_ST,City Center,32.7162296,-117.1597014,distribution_09TH_AV_F_ST_2,09TH_AV_F_ST,East Village,32.7131219,-117.1569871,1.239,0.373,0.867,1.612,local_equirectangular_manhattan_miles,block_centroid
demand_17TH_ST_K_ST,17TH_ST_K_ST,East Village,32.7073124,-117.1489822,79.75,supplier_06TH_AV_C_ST_1,06TH_AV_C_ST,City Center,32.7162296,-117.1597014,distribution_I-5_SB_ISLAND_AV_1,I-5_SB_ISLAND_AV,East Village,32.7099349,-117.1481553,1.239,1.106,0.229,2.345,local_equirectangular_manhattan_miles,block_centroid
demand_17TH_ST_K_ST,17TH_ST_K_ST,East Village,32.7073124,-117.1489822,79.75,supplier_06TH_AV_C_ST_1,06TH_AV_C_ST,City Center,32.7162296,-117.1597014,distribution_SIGSBEE_ST_LOGAN_AV_1,SIGSBEE_ST_LOGAN_AV,Outside Perimeter,32.7039621,-117.1488413,1.239,1.479,0.24,2.718,local_equirectangular_manhattan_miles,block_centroid
demand_17TH_ST_K_ST,17TH_ST_K_ST,East Village,32.7073124,-117.1489822,79.75,supplier_07TH_AV_BROADWAY_1,07TH_AV_BROADWAY,City Center,32.7151884,-117.158807,distribution_04TH_AV_CEDAR_ST_1,04TH_AV_CEDAR_ST,Cortez,32.7214559,-117.1615802,1.115,0.594,1.71,1.71,local_equirectangular_manhattan_miles,block_centroid
demand_17TH_ST_K_ST,17TH_ST_K_ST,East Village,32.7073124,-117.1489822,79.75,supplier_07TH_AV_BROADWAY_1,07TH_AV_BROADWAY,City Center,32.7151884,-117.158807,distribution_09TH_AV_F_ST_1,09TH_AV_F_ST,East Village,32.7131219,-117.1569871,1.115,0.249,0.867,1.364,local_equirectangular_manhattan_miles,block_centroid
demand_17TH_ST_K_ST,17TH_ST_K_ST,East Village,32.7073124,-117.1489822,79.75,supplier_07TH_AV_BROADWAY_1,07TH_AV_BROADWAY,City Center,32.7151884,-117.158807,distribution_09TH_AV_F_ST_2,09TH_AV_F_ST,East Village,32.7131219,-117.1569871,1.115,0.249,0.867,1.364,local_equirectangular_manhattan_miles,block_centroid
demand_17TH_ST_K_ST,17TH_ST_K_ST,East Village,32.7073124,-117.1489822,79.75,supplier_07TH_AV_BROADWAY_1,07TH_AV_BROADWAY,City Center,32.7151884,-117.158807,distribution_I-5_SB_ISLAND_AV_1,I-5_SB_ISLAND_AV,East Village,32.7099349,-117.1481553,1.115,0.982,0.229,2.098,local_equirectangular_manhattan_miles,block_centroid
demand_17TH_ST_K_ST,17TH_ST_K_ST,East Village,32.7073124,-117.1489822,79.75,supplier_07TH_AV_BROADWAY_1,07TH_AV_BROADWAY,City Center,32.7151884,-117.158807,distribution_SIGSBEE_ST_LOGAN_AV_1,SIGSBEE_ST_LOGAN_AV,Outside Perimeter,32.7039621,-117.1488413,1.115,1.355,0.24,2.47,local_equirectangular_manhattan_miles,block_centroid
demand_17TH_ST_K_ST,17TH_ST_K_ST,East Village,32.7073124,-117.1489822,79.75,supplier_05TH_AV_BROADWAY_1,05TH_AV_BROADWAY,Gaslamp,32.7151718,-117.1606163,distribution_04TH_AV_CEDAR_ST_1,04TH_AV_CEDAR_ST,Cortez,32.7214559,-117.1615802,1.219,0.49,1.71,1.71,local_equirectangular_manhattan_miles,block_centroid
demand_17TH_ST_K_ST,17TH_ST_K_ST,East Village,32.7073124,-117.1489822,79.75,supplier_05TH_AV_BROADWAY_1,05TH_AV_BROADWAY,Gaslamp,32.7151718,-117.1606163,distribution_09TH_AV_F_ST_1,09TH_AV_F_ST,East Village,32.7131219,-117.1569871,1.219,0.353,0.867,1.572,local_equirectangular_manhattan_miles,block_centroid
demand_17TH_ST_K_ST,17TH_ST_K_ST,East Village,32.7073124,-117.1489822,79.75,supplier_05TH_AV_BROADWAY_1,05TH_AV_BROADWAY,Gaslamp,32.7151718,-117.1606163,distribution_09TH_AV_F_ST_2,09TH_AV_F_ST,East Village,32.7131219,-117.1569871,1.219,0.353,0.867,1.572,local_equirectangular_manhattan_miles,block_centroid
demand_17TH_ST_K_ST,17TH_ST_K_ST,East Village,32.7073124,-117.1489822,79.75,supplier_05TH_AV_BROADWAY_1,05TH_AV_BROADWAY,Gaslamp,32.7151718,-117.1606163,distribution_I-5_SB_ISLAND_AV_1,I-5_SB_ISLAND_AV,East Village,32.7099349,-117.1481553,1.219,1.086,0.229,2.306,local_equirectangular_manhattan_miles,block_centroid
demand_17TH_ST_K_ST,17TH_ST_K_ST,East Village,32.7073124,-117.1489822,79.75,supplier_05TH_AV_BROADWAY_1,05TH_AV_BROADWAY,Gaslamp,32.7151718,-117.1606163,distribution_SIGSBEE_ST_LOGAN_AV_1,SIGSBEE_ST_LOGAN_AV,Outside Perimeter,32.7039621,-117.1488413,1.219,1.459,0.24,2.678,local_equirectangular_manhattan_miles,block_centroid
demand_17TH_ST_K_ST,17TH_ST_K_ST,East Village,32.7073124,-117.1489822,79.75,supplier_06TH_AV_K_ST_1,06TH_AV_K_ST,Gaslamp,32.7077977,-117.1596315,distribution_04TH_AV_CEDAR_ST_1,04TH_AV_CEDAR_ST,Cortez,32.7214559,-117.1615802,0.653,1.057,1.71,1.71,local_equirectangular_manhattan_miles,block_centroid
demand_17TH_ST_K_ST,17TH_ST_K_ST,East Village,32.7073124,-117.1489822,79.75,supplier_06TH_AV_K_ST_1,06TH_AV_K_ST,Gaslamp,32.7077977,-117.1596315,distribution_09TH_AV_F_ST_1,09TH_AV_F_ST,East Village,32.7131219,-117.1569871,0.653,0.522,0.867,1.174,local_equirectangular_manhattan_miles,block_centroid
demand_17TH_ST_K_ST,17TH_ST_K_ST,East Village,32.7073124,-117.1489822,79.75,supplier_06TH_AV_K_ST_1,06TH_AV_K_ST,Gaslamp,32.7077977,-117.1596315,distribution_09TH_AV_F_ST_2,09TH_AV_F_ST,East Village,32.7131219,-117.1569871,0.653,0.522,0.867,1.174,local_equirectangular_manhattan_miles,block_centroid
demand_17TH_ST_K_ST,17TH_ST_K_ST,East Village,32.7073124,-117.1489822,79.75,supplier_06TH_AV_K_ST_1,06TH_AV_K_ST,Gaslamp,32.7077977,-117.1596315,distribution_I-5_SB_ISLAND_AV_1,I-5_SB_ISLAND_AV,East Village,32.7099349,-117.1481553,0.653,0.815,0.229,1.467,local_equirectangular_manhattan_miles,block_centroid
demand_17TH_ST_K_ST,17TH_ST_K_ST,East Village,32.7073124,-117.1489822,79.75,supplier_06TH_AV_K_ST_1,06TH_AV_K_ST,Gaslamp,32.7077977,-117.1596315,distribution_SIGSBEE_ST_LOGAN_AV_1,SIGSBEE_ST_LOGAN_AV,Outside Perimeter,32.7039621,-117.1488413,0.653,0.892,0.24,1.545,local_equirectangular_manhattan_miles,block_centroid
demand_17TH_ST_K_ST,17TH_ST_K_ST,East Village,32.7073124,-117.1489822,79.75,supplier_07TH_AV_J_ST_1,07TH_AV_J_ST,East Village,32.7088603,-117.1587426,distribution_04TH_AV_CEDAR_ST_1,04TH_AV_CEDAR_ST,Cortez,32.7214559,-117.1615802,0.674,1.035,1.71,1.71,local_equirectangular_manhattan_miles,block_centroid
demand_17TH_ST_K_ST,17TH_ST_K_ST,East Village,32.7073124,-117.1489822,79.75,supplier_07TH_AV_J_ST_1,07TH_AV_J_ST,East Village,32.7088603,-117.1587426,distribution_09TH_AV_F_ST_1,09TH_AV_F_ST,East Village,32.7131219,-117.1569871,0.674,0.397,0.867,1.071,local_equirectangular_manhattan_miles,block_centroid
demand_17TH_ST_K_ST,17TH_ST_K_ST,East Village,32.7073124,-117.1489822,79.75,supplier_07TH_AV_J_ST_1,07TH_AV_J_ST,East Village,32.7088603,-117.1587426,distribution_09TH_AV_F_ST_2,09TH_AV_F_ST,East Village,32.7131219,-117.1569871,0.674,0.397,0.867,1.071,local_equirectangular_manhattan_miles,block_centroid
demand_17TH_ST_K_ST,17TH_ST_K_ST,East Village,32.7073124,-117.1489822,79.75,supplier_07TH_AV_J_ST_1,07TH_AV_J_ST,East Village,32.7088603,-117.1587426,distribution_I-5_SB_ISLAND_AV_1,I-5_SB_ISLAND_AV,East Village,32.7099349,-117.1481553,0.674,0.69,0.229,1.364,local_equirectangular_manhattan_miles,block_centroid
demand_17TH_ST_K_ST,17TH_ST_K_ST,East Village,32.7073124,-117.1489822,79.75,supplier_07TH_AV_J_ST_1,07TH_AV_J_ST,East Village,32.7088603,-117.1587426,distribution_SIGSBEE_ST_LOGAN_AV_1,SIGSBEE_ST_LOGAN_AV,Outside Perimeter,32.7039621,-117.1488413,0.674,0.914,0.24,1.588,local_equirectangular_manhattan_miles,block_centroid
demand_17TH_ST_K_ST,17TH_ST_K_ST,East Village,32.7073124,-117.1489822,79.75,supplier_TONY_GWYNN_DR_L_ST_1,TONY_GWYNN_DR_L_ST,East Village,32.7061663,-117.1583317,distribution_04TH_AV_CEDAR_ST_1,04TH_AV_CEDAR_ST,Cortez,32.7214559,-117.1615802,0.623,1.245,1.71,1.868,local_equirectangular_manhattan_miles,block_centroid
demand_17TH_ST_K_ST,17TH_ST_K_ST,East Village,32.7073124,-117.1489822,79.75,supplier_TONY_GWYNN_DR_L_ST_1,TONY_GWYNN_DR_L_ST,East Village,32.7061663,-117.1583317,distribution_09TH_AV_F_ST_1,09TH_AV_F_ST,East Village,32.7131219,-117.1569871,0.623,0.559,0.867,1.181,local_equirectangular_manhattan_miles,block_centroid
demand_17TH_ST_K_ST,17TH_ST_K_ST,East Village,32.7073124,-117.1489822,79.75,supplier_TONY_GWYNN_DR_L_ST_1,TONY_GWYNN_DR_L_ST,East Village,32.7061663,-117.1583317,distribution_09TH_AV_F_ST_2,09TH_AV_F_ST,East Village,32.7131219,-117.1569871,0.623,0.559,0.867,1.181,local_equirectangular_manhattan_miles,block_centroid
demand_17TH_ST_K_ST,17TH_ST_K_ST,East Village,32.7073124,-117.1489822,79.75,supplier_TONY_GWYNN_DR_L_ST_1,TONY_GWYNN_DR_L_ST,East Village,32.7061663,-117.1583317,distribution_I-5_SB_ISLAND_AV_1,I-5_SB_ISLAND_AV,East Village,32.7099349,-117.1481553,0.623,0.852,0.229,1.475,local_equirectangular_manhattan_miles,block_centroid
demand_17TH_ST_K_ST,17TH_ST_K_ST,East Village,32.7073124,-117.1489822,79.75,supplier_TONY_GWYNN_DR_L_ST_1,TONY_GWYNN_DR_L_ST,East Village,32.7061663,-117.1583317,distribution_SIGSBEE_ST_LOGAN_AV_1,SIGSBEE_ST_LOGAN_AV,Outside Perimeter,32.7039621,-117.1488413,0.623,0.704,0.24,1.327,local_equirectangular_manhattan_miles,block_centroid
demand_17TH_ST_K_ST,17TH_ST_K_ST,East Village,32.7073124,-117.1489822,79.75,supplier_01ST_AV_W_G_ST_1,01ST_AV_W_G_ST,Marina,32.7120086,-117.164258,distribution_04TH_AV_CEDAR_ST_1,04TH_AV_CEDAR_ST,Cortez,32.7214559,-117.1615802,1.213,0.808,1.71,2.021,local_equirectangular_manhattan_miles,block_centroid
demand_17TH_ST_K_ST,17TH_ST_K_ST,East Village,32.7073124,-117.1489822,79.75,supplier_01ST_AV_W_G_ST_1,01ST_AV_W_G_ST,Marina,32.7120086,-117.164258,distribution_09TH_AV_F_ST_1,09TH_AV_F_ST,East Village,32.7131219,-117.1569871,1.213,0.5,0.867,1.712,local_equirectangular_manhattan_miles,block_centroid
demand_17TH_ST_K_ST,17TH_ST_K_ST,East Village,32.7073124,-117.1489822,79.75,supplier_01ST_AV_W_G_ST_1,01ST_AV_W_G_ST,Marina,32.7120086,-117.164258,distribution_09TH_AV_F_ST_2,09TH_AV_F_ST,East Village,32.7131219,-117.1569871,1.213,0.5,0.867,1.712,local_equirectangular_manhattan_miles,block_centroid
demand_17TH_ST_K_ST,17TH_ST_K_ST,East Village,32.7073124,-117.1489822,79.75,supplier_01ST_AV_W_G_ST_1,01ST_AV_W_G_ST,Marina,32.7120086,-117.164258,distribution_I-5_SB_ISLAND_AV_1,I-5_SB_ISLAND_AV,East Village,32.7099349,-117.1481553,1.213,1.079,0.229,2.292,local_equirectangular_manhattan_miles,block_centroid
demand_17TH_ST_K_ST,17TH_ST_K_ST,East Village,32.7073124,-117.1489822,79.75,supplier_01ST_AV_W_G_ST_1,01ST_AV_W_G_ST,Marina,32.7120086,-117.164258,distribution_SIGSBEE_ST_LOGAN_AV_1,SIGSBEE_ST_LOGAN_AV,Outside Perimeter,32.7039621,-117.1488413,1.213,1.452,0.24,2.665,local_equirectangular_manhattan_miles,block_centroid
demand_17TH_ST_K_ST,17TH_ST_K_ST,East Village,32.7073124,-117.1489822,79.75,supplier_01ST_AV_W_BROADWAY_1,01ST_AV_W_BROADWAY,City Center,32.7151717,-117.1642381,distribution_04TH_AV_CEDAR_ST_1,04TH_AV_CEDAR_ST,Cortez,32.7214559,-117.1615802,1.43,0.589,1.71,2.019,local_equirectangular_manhattan_miles,block_centroid
demand_17TH_ST_K_ST,17TH_ST_K_ST,East Village,32.7073124,-117.1489822,79.75,supplier_01ST_AV_W_BROADWAY_1,01ST_AV_W_BROADWAY,City Center,32.7151717,-117.1642381,distribution_09TH_AV_F_ST_1,09TH_AV_F_ST,East Village,32.7131219,-117.1569871,1.43,0.563,0.867,1.993,local_equirectangular_manhattan_miles,block_centroid
demand_17TH_ST_K_ST,17TH_ST_K_ST,East Village,32.7073124,-117.1489822,79.75,supplier_01ST_AV_W_BROADWAY_1,01ST_AV_W_BROADWAY,City Center,32.7151717,-117.1642381,distribution_09TH_AV_F_ST_2,09TH_AV_F_ST,East Village,32.7131219,-117.1569871,1.43,0.563,0.867,1.993,local_equirectangular_manhattan_miles,block_centroid
demand_17TH_ST_K_ST,17TH_ST_K_ST,East Village,32.7073124,-117.1489822,79.75,supplier_01ST_AV_W_BROADWAY_1,01ST_AV_W_BROADWAY,City Center,32.7151717,-117.1642381,distribution_I-5_SB_ISLAND_AV_1,I-5_SB_ISLAND_AV,East Village,32.7099349,-117.1481553,1.43,1.297,0.229,2.727,local_equirectangular_manhattan_miles,block_centroid
demand_17TH_ST_K_ST,17TH_ST_K_ST,East Village,32.7073124,-117.1489822,79.75,supplier_01ST_AV_W_BROADWAY_1,01ST_AV_W_BROADWAY,City Center,32.7151717,-117.1642381,distribution_SIGSBEE_ST_LOGAN_AV_1,SIGSBEE_ST_LOGAN_AV,Outside Perimeter,32.7039621,-117.1488413,1.43,1.67,0.24,3.1,local_equirectangular_manhattan_miles,block_centroid
demand_17TH_ST_K_ST,17TH_ST_K_ST,East Village,32.7073124,-117.1489822,79.75,supplier_STATE_ST_W_B_ST_1,STATE_ST_W_B_ST,Columbia,32.7172463,-117.1669394,distribution_04TH_AV_CEDAR_ST_1,04TH_AV_CEDAR_ST,Cortez,32.7214559,-117.1615802,1.73,0.602,1.71,2.333,local_equirectangular_manhattan_miles,block_centroid
demand_17TH_ST_K_ST,17TH_ST_K_ST,East Village,32.7073124,-117.1489822,79.75,supplier_STATE_ST_W_B_ST_1,STATE_ST_W_B_ST,Columbia,32.7172463,-117.1669394,distribution_09TH_AV_F_ST_1,09TH_AV_F_ST,East Village,32.7131219,-117.1569871,1.73,0.864,0.867,2.594,local_equirectangular_manhattan_miles,block_centroid
demand_17TH_ST_K_ST,17TH_ST_K_ST,East Village,32.7073124,-117.1489822,79.75,supplier_STATE_ST_W_B_ST_1,STATE_ST_W_B_ST,Columbia,32.7172463,-117.1669394,distribution_09TH_AV_F_ST_2,09TH_AV_F_ST,East Village,32.7131219,-117.1569871,1.73,0.864,0.867,2.594,local_equirectangular_manhattan_miles,block_centroid
demand_17TH_ST_K_ST,17TH_ST_K_ST,East Village,32.7073124,-117.1489822,79.75,supplier_STATE_ST_W_B_ST_1,STATE_ST_W_B_ST,Columbia,32.7172463,-117.1669394,distribution_I-5_SB_ISLAND_AV_1,I-5_SB_ISLAND_AV,East Village,32.7099349,-117.1481553,1.73,1.597,0.229,3.327,local_equirectangular_manhattan_miles,block_centroid
demand_17TH_ST_K_ST,17TH_ST_K_ST,East Village,32.7073124,-117.1489822,79.75,supplier_STATE_ST_W_B_ST_1,STATE_ST_W_B_ST,Columbia,32.7172463,-117.1669394,distribution_SIGSBEE_ST_LOGAN_AV_1,SIGSBEE_ST_LOGAN_AV,Outside Perimeter,32.7039621,-117.1488413,1.73,1.97,0.24,3.7,local_equirectangular_manhattan_miles,block_centroid
demand_17TH_ST_K_ST,17TH_ST_K_ST,East Village,32.7073124,-117.1489822,79.75,supplier_COLUMBIA_ST_W_B_ST_1,COLUMBIA_ST_W_B_ST,Columbia,32.7172386,-117.167824,distribution_04TH_AV_CEDAR_ST_1,04TH_AV_CEDAR_ST,Cortez,32.7214559,-117.1615802,1.781,0.654,1.71,2.436,local_equirectangular_manhattan_miles,block_centroid
demand_17TH_ST_K_ST,17TH_ST_K_ST,East Village,32.7073124,-117.1489822,79.75,supplier_COLUMBIA_ST_W_B_ST_1,COLUMBIA_ST_W_B_ST,Columbia,32.7172386,-117.167824,distribution_09TH_AV_F_ST_1,09TH_AV_F_ST,East Village,32.7131219,-117.1569871,1.781,0.914,0.867,2.696,local_equirectangular_manhattan_miles,block_centroid
demand_17TH_ST_K_ST,17TH_ST_K_ST,East Village,32.7073124,-117.1489822,79.75,supplier_COLUMBIA_ST_W_B_ST_1,COLUMBIA_ST_W_B_ST,Columbia,32.7172386,-117.167824,distribution_09TH_AV_F_ST_2,09TH_AV_F_ST,East Village,32.7131219,-117.1569871,1.781,0.914,0.867,2.696,local_equirectangular_manhattan_miles,block_centroid
demand_17TH_ST_K_ST,17TH_ST_K_ST,East Village,32.7073124,-117.1489822,79.75,supplier_COLUMBIA_ST_W_B_ST_1,COLUMBIA_ST_W_B_ST,Columbia,32.7172386,-117.167824,distribution_I-5_SB_ISLAND_AV_1,I-5_SB_ISLAND_AV,East Village,32.7099349,-117.1481553,1.781,1.648,0.229,3.429,local_equirectangular_manhattan_miles,block_centroid
demand_17TH_ST_K_ST,17TH_ST_K_ST,East Village,32.7073124,-117.1489822,79.75,supplier_COLUMBIA_ST_W_B_ST_1,COLUMBIA_ST_W_B_ST,Columbia,32.7172386,-117.167824,distribution_SIGSBEE_ST_LOGAN_AV_1,SIGSBEE_ST_LOGAN_AV,Outside Perimeter,32.7039621,-117.1488413,1.781,2.021,0.24,3.802,local_equirectangular_manhattan_miles,block_centroid
demand_17TH_ST_K_ST,17TH_ST_K_ST,East Village,32.7073124,-117.1489822,79.75,supplier_16TH_ST_MARKET_ST_1,16TH_ST_MARKET_ST,East Village,32.7109864,-117.1499028,distribution_04TH_AV_CEDAR_ST_1,04TH_AV_CEDAR_ST,Cortez,32.7214559,-117.1615802,0.307,1.402,1.71,1.71,local_equirectangular_manhattan_miles,block_centroid
demand_17TH_ST_K_ST,17TH_ST_K_ST,East Village,32.7073124,-117.1489822,79.75,supplier_16TH_ST_MARKET_ST_1,16TH_ST_MARKET_ST,East Village,32.7109864,-117.1499028,distribution_09TH_AV_F_ST_1,09TH_AV_F_ST,East Village,32.7131219,-117.1569871,0.307,0.559,0.867,0.867,local_equirectangular_manhattan_miles,block_centroid
demand_17TH_ST_K_ST,17TH_ST_K_ST,East Village,32.7073124,-117.1489822,79.75,supplier_16TH_ST_MARKET_ST_1,16TH_ST_MARKET_ST,East Village,32.7109864,-117.1499028,distribution_09TH_AV_F_ST_2,09TH_AV_F_ST,East Village,32.7131219,-117.1569871,0.307,0.559,0.867,0.867,local_equirectangular_manhattan_miles,block_centroid
demand_17TH_ST_K_ST,17TH_ST_K_ST,East Village,32.7073124,-117.1489822,79.75,supplier_16TH_ST_MARKET_ST_1,16TH_ST_MARKET_ST,East Village,32.7109864,-117.1499028,distribution_I-5_SB_ISLAND_AV_1,I-5_SB_ISLAND_AV,East Village,32.7099349,-117.1481553,0.307,0.174,0.229,0.482,local_equirectangular_manhattan_miles,block_centroid
demand_17TH_ST_K_ST,17TH_ST_K_ST,East Village,32.7073124,-117.1489822,79.75,supplier_16TH_ST_MARKET_ST_1,16TH_ST_MARKET_ST,East Village,32.7109864,-117.1499028,distribution_SIGSBEE_ST_LOGAN_AV_1,SIGSBEE_ST_LOGAN_AV,Outside Perimeter,32.7039621,-117.1488413,0.307,0.547,0.24,0.854,local_equirectangular_manhattan_miles,block_centroid
demand_17TH_ST_K_ST,17TH_ST_K_ST,East Village,32.7073124,-117.1489822,79.75,supplier_17TH_ST_MARKET_ST_1,17TH_ST_MARKET_ST,East Village,32.7109934,-117.1490019,distribution_04TH_AV_CEDAR_ST_1,04TH_AV_CEDAR_ST,Cortez,32.7214559,-117.1615802,0.255,1.454,1.71,1.71,local_equirectangular_manhattan_miles,block_centroid
