point_id,point_type,name,block_id,area,lat,lon,demand_value,demand_date,food_type,quantity_lbs,estimated_meals,available_from,available_until,frequency,data_status,source_file,notes
demand_SR-75_NB_HARBOR_DR,demand,SR-75_NB_HARBOR_DR,SR-75_NB_HARBOR_DR,Outside Perimeter,32.6971758,-117.1471959,0,2025-01-31,,,,,,,observed_and_adjusted,demand_points.csv,Demand uses period-specific individual/tent/vehicle multipliers.
demand_SR-75_NB_MAIN_ST,demand,SR-75_NB_MAIN_ST,SR-75_NB_MAIN_ST,Outside Perimeter,32.698123,-117.1462473,0,2025-01-31,,,,,,,observed_and_adjusted,demand_points.csv,Demand uses period-specific individual/tent/vehicle multipliers.
demand_SR-75_NB_NEWTON_AV,demand,SR-75_NB_NEWTON_AV,SR-75_NB_NEWTON_AV,Outside Perimeter,32.6989139,-117.145457,0,2025-01-31,,,,,,,observed_and_adjusted,demand_points.csv,Demand uses period-specific individual/tent/vehicle multipliers.
demand_STATE_ST_Map_Border,demand,STATE_ST_Map_Border,STATE_ST_Map_Border,Marina,32.7135653,-117.1678267,2,2025-01-31,,,,,,,observed_and_adjusted,demand_points.csv,Demand uses period-specific individual/tent/vehicle multipliers.
demand_STATE_ST_W_ASH_ST,demand,STATE_ST_W_ASH_ST,STATE_ST_W_ASH_ST,Columbia,32.7193487,-117.1669349,0,2025-01-31,,,,,,,observed_and_adjusted,demand_points.csv,Demand uses period-specific individual/tent/vehicle multipliers.
demand_STATE_ST_W_A_ST,demand,STATE_ST_W_A_ST,STATE_ST_W_A_ST,Columbia,32.7182948,-117.1669419,0,2025-01-31,,,,,,,observed_and_adjusted,demand_points.csv,Demand uses period-specific individual/tent/vehicle multipliers.
demand_STATE_ST_W_BROADWAY,demand,STATE_ST_W_BROADWAY,STATE_ST_W_BROADWAY,Columbia,32.7151604,-117.1678381,1,2025-01-31,,,,,,,observed_and_adjusted,demand_points.csv,Demand uses period-specific individual/tent/vehicle multipliers.
demand_STATE_ST_W_B_ST,demand,STATE_ST_W_B_ST,STATE_ST_W_B_ST,Columbia,32.7172463,-117.1669394,2,2025-01-31,,,,,,,observed_and_adjusted,demand_points.csv,Demand uses period-specific individual/tent/vehicle multipliers.
demand_STATE_ST_W_C_ST,demand,STATE_ST_W_C_ST,STATE_ST_W_C_ST,Columbia,32.7162225,-117.1669388,3,2025-01-31,,,,,,,observed_and_adjusted,demand_points.csv,Demand uses period-specific individual/tent/vehicle multipliers.
demand_STATE_ST_W_G_ST,demand,STATE_ST_W_G_ST,STATE_ST_W_G_ST,Marina,32.7120126,-117.1669646,0,2025-01-31,,,,,,,observed_and_adjusted,demand_points.csv,Demand uses period-specific individual/tent/vehicle multipliers.
demand_S_16TH_ST_COMMERCIAL_ST,demand,S_16TH_ST_COMMERCIAL_ST,S_16TH_ST_COMMERCIAL_ST,Outside Perimeter,32.7048412,-117.1502989,10.56,2025-01-31,,,,,,,observed_and_adjusted,demand_points.csv,Demand uses period-specific individual/tent/vehicle multipliers.
demand_S_16TH_ST_NATIONAL_AV,demand,S_16TH_ST_NATIONAL_AV,S_16TH_ST_NATIONAL_AV,Outside Perimeter,32.7044166,-117.1514994,16,2025-01-31,,,,,,,observed_and_adjusted,demand_points.csv,Demand uses period-specific individual/tent/vehicle multipliers.
demand_S_17TH_ST_COMMERCIAL_ST,demand,S_17TH_ST_COMMERCIAL_ST,S_17TH_ST_COMMERCIAL_ST,Outside Perimeter,32.7049507,-117.1488823,1.75,2025-01-31,,,,,,,observed_and_adjusted,demand_points.csv,Demand uses period-specific individual/tent/vehicle multipliers.
demand_S_EVANS_ST_I-5_SB,demand,S_EVANS_ST_I-5_SB,S_EVANS_ST_I-5_SB,Outside Perimeter,32.7005212,-117.1423963,0,2025-01-31,,,,,,,observed_and_adjusted,demand_points.csv,Demand uses period-specific individual/tent/vehicle multipliers.
demand_S_EVANS_ST_LOGAN_AV,demand,S_EVANS_ST_LOGAN_AV,S_EVANS_ST_LOGAN_AV,Outside Perimeter,32.6999216,-117.1430314,0,2025-01-31,,,,,,,observed_and_adjusted,demand_points.csv,Demand uses period-specific individual/tent/vehicle multipliers.
demand_S_EVANS_ST_MAIN_ST,demand,S_EVANS_ST_MAIN_ST,S_EVANS_ST_MAIN_ST,Outside Perimeter,32.6969947,-117.1446167,0,2025-01-31,,,,,,,observed_and_adjusted,demand_points.csv,Demand uses period-specific individual/tent/vehicle multipliers.
demand_S_EVANS_ST_NATIONAL_AV,demand,S_EVANS_ST_NATIONAL_AV,S_EVANS_ST_NATIONAL_AV,Outside Perimeter,32.6985376,-117.1429736,0,2025-01-31,,,,,,,observed_and_adjusted,demand_points.csv,Demand uses period-specific individual/tent/vehicle multipliers.
demand_S_EVANS_ST_NEWTON_AV,demand,S_EVANS_ST_NEWTON_AV,S_EVANS_ST_NEWTON_AV,Outside Perimeter,32.697763,-117.1438153,0,2025-01-31,,,,,,,observed_and_adjusted,demand_points.csv,Demand uses period-specific individual/tent/vehicle multipliers.
demand_TONY_GWYNN_DR_K_ST,demand,TONY_GWYNN_DR_K_ST,TONY_GWYNN_DR_K_ST,East Village,32.7078133,-117.1587374,0,2025-01-31,,,,,,,observed_and_adjusted,demand_points.csv,Demand uses period-specific individual/tent/vehicle multipliers.
demand_TONY_GWYNN_DR_L_ST,demand,TONY_GWYNN_DR_L_ST,TONY_GWYNN_DR_L_ST,East Village,32.7061663,-117.1583317,0,2025-01-31,,,,,,,observed_and_adjusted,demand_points.csv,Demand uses period-specific individual/tent/vehicle multipliers.
demand_UNION_ST_W_ASH_ST,demand,UNION_ST_W_ASH_ST,UNION_ST_W_ASH_ST,Columbia,32.7193532,-117.1660488,6.5,2025-01-31,,,,,,,observed_and_adjusted,demand_points.csv,Demand uses period-specific individual/tent/vehicle multipliers.
demand_UNION_ST_W_A_ST,demand,UNION_ST_W_A_ST,UNION_ST_W_A_ST,Columbia,32.7182992,-117.1660611,1,2025-01-31,,,,,,,observed_and_adjusted,demand_points.csv,Demand uses period-specific individual/tent/vehicle multipliers.
demand_UNION_ST_W_BROADWAY,demand,UNION_ST_W_BROADWAY,UNION_ST_W_BROADWAY,Columbia,32.715158,-117.1660291,0,2025-01-31,,,,,,,observed_and_adjusted,demand_points.csv,Demand uses period-specific individual/tent/vehicle multipliers.
demand_UNION_ST_W_B_ST,demand,UNION_ST_W_B_ST,UNION_ST_W_B_ST,Columbia,32.7172451,-117.1660315,1,2025-01-31,,,,,,,observed_and_adjusted,demand_points.csv,Demand uses period-specific individual/tent/vehicle multipliers.
demand_UNION_ST_W_C_ST,demand,UNION_ST_W_C_ST,UNION_ST_W_C_ST,Columbia,32.7162224,-117.1660445,0,2025-01-31,,,,,,,observed_and_adjusted,demand_points.csv,Demand uses period-specific individual/tent/vehicle multipliers.
demand_UNION_ST_W_E_ST,demand,UNION_ST_W_E_ST,UNION_ST_W_E_ST,Marina,32.7140915,-117.1660529,0,2025-01-31,,,,,,,observed_and_adjusted,demand_points.csv,Demand uses period-specific individual/tent/vehicle multipliers.
demand_UNION_ST_W_F_ST,demand,UNION_ST_W_F_ST,UNION_ST_W_F_ST,Marina,32.7130574,-117.1660505,0,2025-01-31,,,,,,,observed_and_adjusted,demand_points.csv,Demand uses period-specific individual/tent/vehicle multipliers.
demand_UNION_ST_W_G_ST,demand,UNION_ST_W_G_ST,UNION_ST_W_G_ST,Marina,32.7120019,-117.1660415,0,2025-01-31,,,,,,,observed_and_adjusted,demand_points.csv,Demand uses period-specific individual/tent/vehicle multipliers.
supplier_01ST_AV_W_BROADWAY_1,supplier,Unknown supplier in 01ST_AV_W_BROADWAY,01ST_AV_W_BROADWAY,City Center,32.7151717,-117.1642381,,,,,,,,,block_centroid_proxy,block_master.csv,"Name, exact location, food type, quantity, and availability are not provided."
supplier_01ST_AV_W_G_ST_1,supplier,Unknown supplier in 01ST_AV_W_G_ST,01ST_AV_W_G_ST,Marina,32.7120086,-117.164258,,,,,,,,,block_centroid_proxy,block_master.csv,"Name, exact location, food type, quantity, and availability are not provided."
supplier_04TH_AV_BROADWAY_1,supplier,Unknown supplier in 04TH_AV_BROADWAY,04TH_AV_BROADWAY,City Center,32.7140043,-117.1624468,,,,,,,,,block_centroid_proxy,block_master.csv,"Name, exact location, food type, quantity, and availability are not provided."
supplier_05TH_AV_BROADWAY_1,supplier,Unknown supplier in 05TH_AV_BROADWAY,05TH_AV_BROADWAY,Gaslamp,32.7151718,-117.1606163,,,,,,,,,block_centroid_proxy,block_master.csv,"Name, exact location, food type, quantity, and availability are not provided."
supplier_05TH_AV_K_ST_1,supplier,Unknown supplier in 05TH_AV_K_ST,05TH_AV_K_ST,Gaslamp,32.7077649,-117.1604955,,,,,,,,,block_centroid_proxy,block_master.csv,"Name, exact location, food type, quantity, and availability are not provided."
supplier_06TH_AV_C_ST_1,supplier,Unknown supplier in 06TH_AV_C_ST,06TH_AV_C_ST,City Center,32.7162296,-117.1597014,,,,,,,,,block_centroid_proxy,block_master.csv,"Name, exact location, food type, quantity, and availability are not provided."
supplier_06TH_AV_J_ST_1,supplier,Unknown supplier in 06TH_AV_J_ST,06TH_AV_J_ST,Gaslamp,32.7088562,-117.159649,,,,,,,,,block_centroid_proxy,block_master.csv,"Name, exact location, food type, quantity, and availability are not provided."
supplier_06TH_AV_K_ST_1,supplier,Unknown supplier in 06TH_AV_K_ST,06TH_AV_K_ST,Gaslamp,32.7077977,-117.1596315,,,,,,,,,block_centroid_proxy,block_master.csv,"Name, exact location, food type, quantity, and availability are not provided."
supplier_07TH_AV_BROADWAY_1,supplier,Unknown supplier in 07TH_AV_BROADWAY,07TH_AV_BROADWAY,City Center,32.7151884,-117.158807,,,,,,,,,block_centroid_proxy,block_master.csv,"Name, exact location, food type, quantity, and availability are not provided."
supplier_07TH_AV_J_ST_1,supplier,Unknown supplier in 07TH_AV_J_ST,07TH_AV_J_ST,East Village,32.7088603,-117.1587426,,,,,,,,,block_centroid_proxy,block_master.csv,"Name, exact location, food type, quantity, and availability are not provided."
supplier_10TH_AV_J_ST_1,supplier,Unknown supplier in 10TH_AV_J_ST,10TH_AV_J_ST,East Village,32.707721,-117.1568893,,,,,,,,,block_centroid_proxy,block_master.csv,"Name, exact location, food type, quantity, and availability are not provided."
supplier_16TH_ST_MARKET_ST_1,supplier,Unknown supplier in 16TH_ST_MARKET_ST,16TH_ST_MARKET_ST,East Village,32.7109864,-117.1499028,,,,,,,,,block_centroid_proxy,block_master.csv,"Name, exact location, food type, quantity, and availability are not provided."
supplier_17TH_ST_MARKET_ST_1,supplier,Unknown supplier in 17TH_ST_MARKET_ST,17TH_ST_MARKET_ST,East Village,32.7109934,-117.1490019,,,,,,,,,block_centroid_proxy,block_master.csv,"Name, exact location, food type, quantity, and availability are not provided."
supplier_COLUMBIA_ST_W_B_ST_1,supplier,Unknown supplier in COLUMBIA_ST_W_B_ST,COLUMBIA_ST_W_B_ST,Columbia,32.7172386,-117.167824,,,,,,,,,block_centroid_proxy,block_master.csv,"Name, exact location, food type, quantity, and availability are not provided."
supplier_STATE_ST_W_B_ST_1,supplier,Unknown supplier in STATE_ST_W_B_ST,STATE_ST_W_B_ST,Columbia,32.7172463,-117.1669394,,,,,,,,,block_centroid_proxy,block_master.csv,"Name, exact location, food type, quantity, and availability are not provided."
supplier_TONY_GWYNN_DR_L_ST_1,supplier,Unknown supplier in TONY_GWYNN_DR_L_ST,TONY_GWYNN_DR_L_ST,East Village,32.7061663,-117.1583317,,,,,,,,,block_centroid_proxy,block_master.csv,"Name, exact location, food type, quantity, and availability are not provided."
distribution_04TH_AV_CEDAR_ST_1,distribution,Unknown food distribution site in 04TH_AV_CEDAR_ST,04TH_AV_CEDAR_ST,Cortez,32.7214559,-117.1615802,,,,,,,,,block_centroid_proxy,block_master.csv,Site identity and exact coordinates are not present in the joined block data.
distribution_09TH_AV_F_ST_1,distribution,Unknown food distribution site in 09TH_AV_F_ST,09TH_AV_F_ST,East Village,32.7131219,-117.1569871,,,,,,,,,block_centroid_proxy,block_master.csv,Site identity and exact coordinates are not present in the joined block data.
distribution_09TH_AV_F_ST_2,distribution,Unknown food distribution site in 09TH_AV_F_ST,09TH_AV_F_ST,East Village,32.7131219,-117.1569871,,,,,,,,,block_centroid_proxy,block_master.csv,Site identity and exact coordinates are not present in the joined block data.
distribution_I-5_SB_ISLAND_AV_1,distribution,Unknown food distribution site in I-5_SB_ISLAND_AV,I-5_SB_ISLAND_AV,East Village,32.7099349,-117.1481553,,,,,,,,,block_centroid_proxy,block_master.csv,Site identity and exact coordinates are not present in the joined block data.
distribution_SIGSBEE_ST_LOGAN_AV_1,distribution,Unknown food distribution site in SIGSBEE_ST_LOGAN_AV,SIGSBEE_ST_LOGAN_AV,Outside Perimeter,32.7039621,-117.1488413,,,,,,,,,block_centroid_proxy,block_master.csv,Site identity and exact coordinates are not present in the joined block data.
